,Comment,Sentiment Rating
34,Henry Cavendish. He was a genius but was so antisocial that he never let anyone know about his researches when he was alive. Posthumously people finally got to see his manuscripts and realized he figured out Ohm's Law and Charles's Law of electricity way before the actual discoveries by Ohm or Charles.,1
35,Ok but his hypothetical was talking about modern time. The odds of a person never seeing a lightbulb and somehow discovering it on their own today are next to zero.,1
36,"Well the hypothetical part isn’t about whether there is a person in modern times who have never seen a lightbulb. It’s about, if that person ever existed, he is a genius if he can invent a lightbulb.",1
37,"My god, whoosh.    I understood the point dude, thanks lol",1
38,"To be fair, he did have Kaseki help him build it, but he did come up with the concept.",1
39,No he's not. He's over 3000 years old. You can't be a child prodigy if you're 3000.,0
40,"We are talking about Chrome, not Senku.",2
41,I mean he is being guided by someone who knows it all already.,2
42,"He's definitely a prodigy. He just needed someone to help him hone those gifts that the other villagers would've just brushed off as ""just another rock collecting kid"" If he had been born 3700 years ago, he likely would be that genius kid who discovered a cure for cancer and built AI's without an issue.",2
43,I'd almost argue that if he had been born around the same time as senku he'd probably be the smarter one.,1
44,"Chrome literally re-invented the waterwheel and the first step towards an electronic engine. If senku disappears, he will bring back science to its glory.",1
45,"After hydroelectricity, all he'd have to come up with is the electric motor and batteries to build the foundation of modern society.  And maybe the general concept of the assembly line",2
46,"     Oh yes, just these two small things. Easy peasy.",1
47,"Batteries are in Senku's roadmap for the communicator, so it's halfway there!",2
48,They now have a way of making extremely long wires and they already seem to have magnets at their disposal. Those are the key components of an electric motor! Not to mention they can make cast iron too.,2
49,"I wonder how will he do that, I doubt they can get any Lithium",0
50,"He can get zinc, I'm sure. With that, an alkaline batter is more than what they need for a wireless phone.",1
51,"...    Are you serious?    Lithium ion batteries are some of the most modern batteries we have, we've had batteries for a lot longer.    A battery literally just needs electrodes and electrolyte.",0
52,Woa-oh! It's living on a prayer!,2
53,"most electrical engineers dont know who to make a decent battery, its impressivebullshit how senku knows so much about many different things",2
54,"Well yeah, they're actually fairly simple. For the electric motor, he wants some wire and a magnet, both of which he has by now. Make a coil in the wire. Putting electricity through it gives it an electromagnetic field. If you put this next to a magnet and turn the electromagnet on and off repeatedly it will spin. If you build it so the circuit is broken in one half of the circle it spins around and connected for the other half this happens on its own. Tada, electric motor.    For the battery, make a bunch of small copper and zinc plates. Soak some cardboard or other absorbent medium in a 4:1 salt watervinegar mix note on salt water: start out with purified water and then just add salt until you can't dissolve any more in it. Layer copper, zinc, and cardboard repeatedly you should end this stack on a zinc plate and wrap it in something perhaps some of that plastic he's planning on making. Make connector points on both ends. You now have a battery.",1
55," Ok, but how would a cave boy with no understanding of electricity ever come up with the idea to make and utilize those? Just because it's easy to make them doesnt mean it's easy to invent them.",1
56,"By using that walking encyclopedia of science that happens to be spending all his time on fast-tracking a technological revolution in your village, I suppose. Inventing this stuff is easy when you have a giant to stand on the shoulders of.",1
57,"Aliens, clearly.",1
58,Reading this I can safely say my IQ is probably less than 50,1
59,"he already has magnets, but you could also create one without magnets. inner and outer layer of coils",1
60,What you just said isn't simple for someone who has to find it out on his own and he doesn't has that knowledge.,2
61,If only he was being constantly accompanied by a leek-haired guy who happens to be a walking encyclopedia on modern technology. Sadly that would be way too convenient so it is definitely not the situation he's in.,2
62,"or they could just make a water power cell, use all that power to pump water into a tall vessel and have a thing that will let it spew water out to a water wheel",2
63,Except it would take more power to try and power the water wheel than they would generate like that.  The reason the water wheel works is because they're taking advantage of the current from the river.,1
64,right I think the thing I was thinking about is a solar storage cell or something,2
65,"Yes, but the idea is just to store energy, it doesn't matter if you have some loss, as long as it allows you to keep that energy to be used on demand.",1
66,Do you not know what a perpetual motion machine is???  That's what you're proposing.      If you spend energy to move the water up then you're not making any extra energy to store.  You're losing energy to friction and then spending more energy to move the water back up.    Hence all you would get is a temporary machine that would be able to spin maybe once or twice...,1
67,"No, that is not at all what I'm proposing, how in the fuck did you twist my words in your head so badly as to misinterpret what I said in such a way?    It's just like a battery, you store energy to be used later.    There is no infinite energy, it's just that with a device such as a waterwheel, you can have periods of wastage and periods of underflow.     Taking excess energy and storing it for when you may need to later supplement your supply is a very useful ability to have.",1
68,"Electric motors are fairly simple to make, I think they already have all the ingredients for that. I think batteries are fairly simple as well.",1
69,"If they have an electric generator, the can make an electric engine. Principles and materials are the same. They also can create cables, so they can make it next episode.",1
70,"The first battery was built in Mesopotamia around Jesus's time although scholars aren't sure what they used it for.    With some of the blocks laid out for you, it only becomes a matter of getting the right materials together to make it work.",0
71,"wait, you do realize why your first sentence doesn't work out right? Mesopotamia fell a while before the supposed time of Jesus. The Baghdad Battery is a thing yes, but that timespan doesn't quite fit.",0
72,I'm mean we've actually had batteries for thousands of years. they just weren't used for anything.,2
73,"Not even close! Modern society is more about computing and global access. The internet is the new baseline foundation to modern society, and is on the brink of being a basic human right. Society has spent so many resources developing small electronics, creating standard platformsprogramming languages, and communication methods via the Internet to make these devices usable.     I think the foundation of modern society is much more about math and science related to computing. He doesn't even know what a computer yet!! Nowhere close to modern society...",1
74,I mean they already got that with hard labor.,0
75,"You're forgetting the most important part of modern society, the cubicle.",1
76,I can't believe Chrome accidentally created a waterwheel that ultimately functions as a power plant lmao,1
77,I completely agree it was very refreshing to see someone other than Senku make something. But I was also nice to see the softer non-war side him as well with his offering. Shows you that he really believes science is for everyone.,1
78,Senku create things that already existed in his time.   So they weren't truly inventions not that they were any less impressive.  Chrome created something that he has never seen before.  That's why even Senku is impressed by it.,1
79,That's the beauty of this series. The other characters have their moments of ingenuity.,1
80,Ye but i like how the road map is going from plastic to micro elements of circuit board right away in a single step... that sum crazy mojodojo sciency magic eh,2
81,Its funny how we are watching that is akin to World War 3 now in this anime as they are most likely the only humans alive.,1
82,SSJ Craftsman,2
83,"We all thought Tsukasa was the strongest character in the series, but we keep ignoring that Kaseki is probably capable of destroying planets in a single blast.",0
84,Clearly the key to beating Tsukasa and Hyoga is to just have Kaseki go wild on them,0
85,"""Tsukasa wants to destroy your works and stop you from making more.""  Wait a few seconds and Tsukasa dies from being Kamehamehaed.",0
86,"Kaseki gets powerful upon the prospect of creating something though, not defending something. Clearly, they need to suggest that Tsukasa's skull would make for some excellent crafting material.",1
87,     Most underrated comment I've seen in a while  ಠ ͜ಠ,2
88,Then he shall create death,0
89,this is some monster hunter level shit,0
90,"""Let me tell you about this thing you can make with human bones""",2
91,Just tell him that Tsukasa wants to break his iron saw.,2
92,"The question is, can we come up with a project exciting enough to set him off to that degree?",1
93,Kaioken!!!!,2
94,So I'm not the only one who saw Kaio there.,2
95,Kaiowhat,2
96,Kaio-crap!,2
97,that shockwave is nicely animated,1
98,awekening to conqueror haki,2
99,"Time to re-petrify, revive me in 3700 years.",1
100,"How has no one made that into a gif yet?     SMH, gotta do everything yourself",0
101,"You didn't miss the quote at the end, Perfectly cut. The only one thing I could think extra would be ""That's suspicious"" right afterwards.",1
102,Nah with how red he is it's Kaio.    Edit: Or at least mystic.,0
103,Homura with her acrobatic abilities might have had a background with circuses and carnivals. You could faintly hear the sound of a festival or event as she tasted the candy.    That cotton candy sure must have brought back a lot of memories.....,1
104,Damn i interpreted it as she was missing civilization by remembering japanese summer festivals those ones with yukatas and such.,0
105,"I think that was definitely what they were insinuating.    She might have been a gymnastcircus performer, but those were iconic natsumatsuri sounds.",1
106,"Gymnast was my guess last episode. After the cotton candy-induced food reaction though, carnival performer acrobat is likely spot-on.",2
107,"That was my take.    Senku is using science the way it  should  be used. Give freely and count on the good outweighing the bad. If the good happens to recruit people for you, and your means and ends are just, then good on ya.    He's establishing a  reputation  among Team Tsukasa. Here's a man who  could  be monstrous in his actions, but who is working to restore all the creature comforts you used to know.",1
108,Funny how some comments keep pushing for poisons and weapons. These guys are most likely Tsukasas goons,0
109,Why wouldn't you kill those who try to attack your place of residence. Castle doctrine.,1
110,Are you a psychopath or why do you think it's OK to kill people?,0
111,This is World War 3 man. If someone wants to take over your place you kill them.,0
112,Laws are merely a social construct. When threaten you are allowed to retaliate.,0
113,There are plenty of other options to neutralize a perceived threat. By immediately escalating the situation with the use of lethal force you only needlessly put your own life on the line.,0
114,"Humans' brains are designed to avoid killing other humans, it's an evolutionary acquired trait to preserve the survival of the species. That's why killing others has become a taboo, it simply causes extreme emotional distress to most people, unless you are trained to do so. Researches about Civil War and WW1 soldiers revealed that most of them tried to avoid killing at any costs even if their lives were on the stake. That's why they have developed of modern training curriculum for soldiers including the psychological aspects.  Senku is, besides being a genius, just a normal high schooler never trained in war or combat. He can't actually go killing right away, so this is actually a pretty realistic depiction.",0
115,He is basically a drug lord now.  Giving out candy is like crack for these people.     When will get make beer.,1
116,thatw as my thought exactly,2
117,Nice catch!  That subtle background sound,1
118,I was thinking more along the lines of gymnastics.,2
119,I think it just made her remember the lively japanese festivals where you can buy cotton candy and enjoy. So it could still be anything.,1
120,I also thought i was just general festivals but carnival also makes sense.,1
121,My exact though after the first few jumps in the last episode,2
122,Sounded like a traditional Japanese festival. Like the ones you see in every slice of life ever during the summer break episodes. I assumed she was just reminiscing about those festivals.,1
123,Can we talk about how she licked the cotton candy though? Who even licks cotton candy?,2
124,She could have fed it to an animal like Senku suggested.,1
125,"Ikr, she licks it like it was an icecream",1
126,I've been thinking the same thing since she first showed up.,2
127,We Shokugeki No Stone now bois !,0
128,But I already watched this week's episode!,2
129,Okay but I'd legit pay to see a crossover of Shokugeki No Soma and Dr. Stone. Totsuki'd all be petrified too.,0
130,Oh...    Oh I know exactly what your alluding too. ; I'm not talking about that character.,2
131,Imagine Erina trying out Senku's Ramen...,2
132,"""Disgusting!!!""",2
133,The reactions are better than Soma’s,1
134,"Chrome said some words of wisdom today:     Oh, Damn! Oh, Damn! Oh, Damn! Oh, Damn! Oh, Damn!",0
135,  YA      BE,2
136," The conversation's IQ just dropped by, like, a hundred. ",1
137, やべ,2
138,I fucking love it when he says that YA BEEEEEEEIII.,1
139,that was a good explanation of how radio waves work,1
140,I genuinely didn't understand how sound was converted to radio waves until now.,2
141,"And that are 3 oh, damn's ladies and gentlemen",2
142,oh damn!,0
143,You get it,2
144,We all know Chrome is the superior firebender.,1
145,Nah man you create the chidori in the palm of your hand,1
146,Legit thought he was doing the hand signs,1
147,All anime scientists gain Plot Armour when showing off their experiments. We also don't know the Voltage see the famous science fair when Tesla was sat reading next to a coil that was constantly zapping around him.,1
148,I hope you understood the reference,1
149,"You know how some shows are so good that the episodes feel like they're over in an instant? This feels like the other way around: so much happened that I could've sworn this was longer than 25 minutes.    I really like Gen's role as the only other 3,500-year-old in the village. He's the only one who really realizes how ridiculous the things are that Senku is proposing.",1
150,Gen's reactions to the fucking insane shit Senku and the gang get up to is one of my reasons to live.,0
151,The villagers: What's our first step to making a cell phone?    Senku: Cotton candy!    Gen: Why is our only hope a nutcase?,1
152,sounds like a conversation among my D&D group,1
153,"""Oh, okay, so we're making a device that makes your voice go somewhere far away? That's really cool.""    ""No, see, you don't understand. Everything this man just said is  insane .""",0
154,"Yeah, Gen is basically us as the viewer. He says what a lot of us are thinking when Senku mentions something like a cell phone and so its like we get a reaction to our thoughts.",1
155,"Gen adds a lot to this show, I'm really glad he sided with the science side.",1
156,Good shows have 15min episodes. Great shows have 35min episodes.,1
157,"I really enjoy that Senku has a friend he can talk to about old world things with.  Gen's probably going to become one of my favorite characters soon, which is a hard call given how many damn good characters there are in this show.",1
158,Gen has had surprisingly great chemistry with Senku.,1
159,"God damn, you know a series is good when an entire episode is literally just them making cotton candy but making it look epic.    Also that ending, I was starting to think that Chrome was just a puppy dog following behind Senku, but this episode actually showed that he has the right mind for science, he's one of those people Senku mentioned that exist in every century who are just naturally gifted.",1
160,"He and Kaseki are an amazing pair, yeah they both needed Senku to open up their minds to new ideas and possibilities but they are both clearly the type of people that only need the smallest spark of an idea to revolutionize their world.",1
161,These However the latter acknowledges that he wouldn't come this far without them and does not take their potential for granted. It's really nice how they function as a true team rather than the protagonist doing everything like in many other shounens.     gintamathispleasesme,1
162,I don't even think Senku is smarter than them. He just has information they lack in addition to being a genius in his own right.,1
163,"Senku's super power is essentially being human Wikipedia so far and willpower, though we do see him do some pretty tough math at points.",1
164,in his head with no calculator      ;    i studied those subjects and cant do it even if u gave me a whole notebook to work it out,0
165,I'm sure he's hiding a calculator in that hairdo.,2
166,Don't forget that the first thing that he did in the series was keep count of time by manually counting seconds in his head FOR THOUSANDS OF YEARS.,1
167,Have you come to the point of checking on the calculator if 2x2 is really 4?,2
168,Every god damn time I write a test. You HAVE to make sure that maths didn't somehow change overnight,1
169,He's both a hard drive and a processor!,0
170,"I don't think managing to stay conscious and sane for 3700 years, with only his mind, while also calculating the year and season falls under information",2
171,I think Se ku probably is smarter than them. He's essentially to science what Tsukasa is to physicality. Superhuman and unrivaled in his field. The same way Kohaku is an incredibly gifted warrior but absolutely no match for Tsukasa.,0
172,"To be fair, I think it's pretty heavily implied that Tsukasa isn't that much dumber than Senku, and would be almost as good with technology had his life went a different direction.",1
173,"Yeah, I think anyone who has read a book like ""how to Invent Everything - Ryan North"" could probably pull off something.    Not plugging the book at all this show just reminds me of it a lot. It's basically a guide to rebuilding if you somehow time travelled into the stone age and got stuck. I'd say the book is kind of interesting but also quickly gets kind of boring.",0
174,"i dont think chroms memory is even close to senkus, most people in his situation wouldnt remember so many details even if they knew how things worked and were made",2
175,"It also takes a toll that Chrome has been rejected by the village for his interests and experiments. Who knows what he would have done should he have had support and resources of other people, even if just other curious people to bounce ideas off of.",1
176,Senku has the advantage of knowing about technology. all it took was Chromi seeing a gear for him to think of making a water wheel. he is a genious in his own right    Senku just happens to know enough to not accidentally kill himself with unknown chemicals,1
177,Imagine if the two of them had the benefit of a modern education. Senku might've ended up looking like a chump.,1
178,"Ehhhh, doubtful. Senku presumably has the full blueprint of modern human technology and science in his head. That's not something you can realistically have a grasp of at his age without being prodigious, if not superhumanly intelligent. The chemistry alone is impressive, but he's starting to engineer electronics, which is a different field entirely. It's one thing to know how to make this stuff, but to know how to make every individual component and material from the basic elements that exist in nature, with no modern manufacturing processes or facilities to help? That's next level.     Chrome definitely has high potential, though, and the drive to achieve advances in science. He would have had a bright future in a modern era.",1
179,"yeah, the best i could to is get metal forging going and a steam engine. maybe some crop rotation to improve agriculture.     but when you really think about it, like we saw with the katanas. having metal weapons and tools is so much better than stone that it might as well be magic.    there are actually some theories that legendary swords like Excalibur and such were actually just some of the first steel swords ever made before steel smithing became a common practice. a  steel sword compared to iron or bronze might as well be a gift from the gods.",1
180,"I don't think I could even get that far. Honestly, even the very first huts and lean-tos Senku creates are above my crafting ability. Primitive Technology videos have shown me that even stone age construction required a lot of knowhow and effort, and plenty of trial and error even when you know exactly what you're making.",1
181,"He probably would've.  If you think about it all Senku really has is a lot of knowledge from mass amounts of trial and error with better technology than they have.  Along with an education where he researched science as much as he could.    Wish I could find info that was half as explanatory as Dr.STONE is without being either incredibly long, boring or confusing.",0
182,"""all Senku really has""    What an incredibly dumb comment to tear down Senku. You seriously think someone could memorize immense amounts of scientific knowledge without immense intelligence? He needs to understand it all in order to memorize it. Which means he is by far the most intelligent person in world history, given the width of knowledge he has. Every step for making penicilline, every step for every other invention. I don't get how you think this is possible without the intelligence to equal the memory.",0
183,"Did you not read my entire comment or something?  Cause it seems like you think I was saying all Senku has is a bunch of memorized facts.    If you read my comment seriously I said he has the knowledge of all the trial and error he's done.  As well as an education where he was able to research science as much as he could.      Never once did I say anything to ""tear down"" Senku.  I clearly stated that had all that knowledge from the experiences he's down and the mass amount of research he's used.  The point was that comparing all of that to someone like Chrome who has the bare minimum he has heard from Senku.  Along with his experimentation into his ""sorcery"" he had done.  Is not an accurate comparison    As for your comment, understanding things doesn't require immense intelligence.  It requires the knowledge of how those things work.  Being ""smart"" is quite objective.  You don't need to be considered ""smart"" to understand things.      Knowing how something works means understanding it and if you can understand something you can replicate it.",1
184,Senku has absolutely perfect memory. Even if those two are more creative than him - he would still be smarter technically.,1
185,I would say that they're rough diamonds that Senku thoroughly polished until they could shine to their brightest potential. He set them on the path of science & gave them the understanding they needed to let their imaginations run wild.,1
186,"It's great and all, but am I the only one bothered by the cloud-like cotton candy ? I mean come on TMS, we could have at least something like that",1
187,Senku about to make the iPhone 3711,2
188,"and here I thought chrome was gonna find an old nokia, those would probably last about 4000 years",2
189,lmaoo facts them bricks are everything proof,2
190,I'd just like to let you know that I am very proud of myself for being able to understand your comment. It took me a while but I got there.,1
191,I bet his main aim was a nokia all along.    He did say that he was building the greatest human weapon in the last episode.,1
192,"You know what I bet still works? An old NES. Just blow the cartridge and, so long as you can produce the right kind of power source, you're good to go.",1
193,they will have to mine that 330 out of the mountain though,2
194,"Make a Nokia instead. If it doesn't knock people out when thrown, it might make them switch sides once they realize it's a phone and not a brick.",2
195,"Senku will just build a fortress around the village, made up of entirely Nokia phones. Good luck invading the village.",1
196,You mean the Stone Phone.,2
197,Poor Kokuyo. He was so certain that Kohaku would go against using the shield and she just instantly agrees and breaks his heart,1
198,"In Kohaku's defense, she's been given steel weapons that slice right through wood. She's more than bright enough to know that her wooden shield is simply obsolete. Also, it was for the current leader of the village and man she's crushing on.",0
199,"     Her sister crushed hard on him too, his harem-protagonist skill is leveling up!",0
200,Complete with the lack if interest-in-that-way in women.,0
201,Except Science-chan,2
202,"Don’t forget best girl, Sulfy-chan",1
203,Can't forget the blood relative! Not even that distant considering they are from a gene pool of like 6. Though if we start worrying about genetics 3000 years of inbreeding would probably be more concerning lol,1
204,"They are not even blood relatives, Senku is adopted and just uses the same hair dye as his father apparently. However even if the author would have kept him biological related they still wouldn't be related more than we two strangers on reddit are.",2
205,Poor Chrome.,0
206,"     Against katanas yes, but what about flint spears?",1
207,"If they can make swords, they can make crude steel shields.    I mean, the cheapest shield would basically be akin to a pot lid, and still be miles above a lacquered wooden shield in terms of strength and resilience to damage. And I'm assuming Kaneki is too proud to stop at anything short of a buckler, at the very least. Or perhaps a steel round shield?",0
208,     I'm fairly certain at this point there has been little to no hints even to Kohaku having particular feelings for Senku or anyone else. Unless my memory is failing. I do ship them hard tho,0
209,"""I think I like you"" when they first meet, to which Senku replies ""Ughh...""  and then later on, there's a very large declaration in the manga that hasn't been adapted yet. It's pretty clear.    I think it's more interesting to discuss why Senku hasn't at least responded to her feelings.    Reasons a and b: Science is Senku's Waifu and Dr. Stone is a Shounen title.    Reasons that I'd like to see touched on:    - Senku would prefer his ladies adhere to a little more modern hygiene. There are hints that he's introduced soap to the village, but nothing explicit.    - Kohaku's hair is horrific, compared to other female characters in the story. Again, likely a hygiene issue.    - Senku's gender preference simply hasn't been addressed one way or the other. It does get a nod in recent chapters of the Manga, but nothing concrete. It'd be neat to see a quietly, openly homosexual lead in a popular shonen title. I'm not sure Dr. Stone is going to be that title, but Senku would be a good candidate, IMO. He did drop his marriage to Ruri like a hot coal, but that may well be because he knew his good friend, Chrome, liked her.    Kohaku is a great character in that she represents the 'everyman' from the stone-age side of things the same way Taijuu is the modern-era 'everyman', learning that even though there are concepts and technologies she doesn't understand, that doesn't make them in any way magical.    We see a little of this in this ep, where she helps make the gear out of her own shield. It get more pronounced in later chapters of the manga.",1
210,"Wooden shields have been historically used to great effect against steel weaponry.    You can try it yourself, just get a soft wood plank from a DIY store and whack at it with a good knife and see what happens. And then keep in mind that the wood for a shield would be even more durable then that.",1
211,     Pffffft sorry but kohaku has not even a millimeter of romantic feelings for senku and probably never will,1
212,Gave me some serious Mordred from fate vibes for a second lol.,1
213,Nice translation there!     laughter,1
214,"anyone know the word they used in Japanese? Was it acually the Jap equivilant of ""meme"" or did the translators just take a bit of liberty with it?",1
215,The translation seemed very liberal indeed     slowgrin,2
216,What did they actually say?,2
217,They basically said exactly what's in the subtitles.,2
218,"What I don't get is that the west also has its ""straight man routine"". Did CR think their zoomer audience only knows memes?",1
219,I wouldn’t have gotten the straight man reference tbf     I thought it was a next great baker  iron chef joke,1
220,With all the food reactions I thought we were delving into parody jabbing Food Wars.,0
221,Actually that would make more sense since foodwars is another WSJ show,2
222,"I mean, I wouldn't have gotten why he seemed to upset about it.",0
223,idk what straight man is,1
224,It is one who does not appreciate Astolfo.,0
225,"The only sane person in an insane scenario basically. Their reaction to the idiocy & insanity happening around them mimics the thoughts of the audience & makes the best reactions. To use an example from this show itself: Gen. Gen, having lived in the modern age before being tossed into the world of sticks & stones, knows how fucking ridiculous the thought of creating cell phones with their incredibly limited resources is, & his reaction to the insanity becomes a joke in & of itself. Like remarking that the conversations IQ dropped when Senku said they needed a cotton candy machine.",0
226,Meditate a bit on the words and think about the context. What do you think a straight man is when talking about a comedy act?    You know what it is but you probably don't know what it's called.,1
227,It's not really a Western style of comedy in the first place... Western comedy from what I know is mostly just one person talking,1
228,There's much more than that. You're just talking about Stand-Up Comedy...,2
229,"Even if it's out there, surely it's rather niche? So it doesn't make sense to use a term that only few people would know",1
230,Changing the meaning of the whole joke isn't the way to go either...,1
231,"No, it's not niche in the slightest, it's a staple of comedy, you're just dumb for not knowing it.",0
232,Ok man we’re just in different circles of people. Few people watch comedy at all let alone a specific type. If anyone is watching comedy it’s either standup or a talk show,1
233,"What?    Most comedy that people watch is in movies, and it's an incredibly popular genre.    The straightman isn't some specific routine. It's literally just someone in a comedy who acts completely calm and normal when faced with insane events or characters. It's super common.",1
234,"Sure but hardly anyone I know would associate that comedy format with the specific term ""straight man"". Pretty sure when most people hear ""straight man"" they will think of a heterosexual guy, hence why they didn't translate it like that. I mean I myself am very familiar with nori-tsukkomi and straight up heard the actors say it. Best thing they can do imo is just straight up translate it as ""nori-tsukkomi"" and then have a translator note or something",1
235,"     When devoid of context, yes, but in the context of specifically talking about a comedy routine like in the show it is very obvious.         Idk why, I've literally never thought it was a rare term to know. Much more common that tsundere.",1
236,I'm not a straight man  ,0
237,"Memes makes more sense in that context, if they had said ""straight man"" most people would have probably had to stop and think about it for a moment to understand what he said, whereas with meme you instantly get the meaning of the exchange.",0
238,"Really? I thought ""meme"" made little sense in that context.           ""Straight-man"" is a common form of acted comedy; I don't know what part of their act was a meme.",1
239,"I guess meme isn't the best way to describe their act, it's not like they were imitating jotaro and dio walking towards each other, but in terms of some weird comedy terminology that has no business being known in the stone age it makes sense.",0
240,"And why does that make the term meme any more sense than straight man? The modern defined form of meme is unlikely to exist in a world without mass communication, while a standard form of comedy would exist as long as someone wants to be a comedian.          The last argument holds little water simply because the foundation of the village was formed by a man of modern times.",1
241,"That's.... Why it makes more sense. Because it make no sense for meme to still be a used term, but Senku's dad kept it alive in the 100 tales. That's the joke",1
242,"But it isn't the actual joke. The joke is that even our foundations of comedy has survived in a small village for thousands of years.          I'm arguing that the translators went too far with their ""localization.""            The point of localization is to translate an alien concept into the equivalent of the recipient culture's.          Straight man exists in both Asian and Western comedy, so no localization was needed.          ""Meme"" is not an equivalent to ""straight man.""",1
243,"At least it ain't ""Jelly Donut"" levels of hilariously bad translation.",0
244,"Eh, honestly, their use of that style was close enough to a meme for me, and while straight man may exist in western comedy, it's definitely a less used term. I think meme works fine and you're honestly just being overly picky about it. Is it a direct translation, no, but the joke comes through fine as meme.",1
245,"Yeah, probably am.",1
246,An example: Sinpachi from Gintama,2
247,Kazuma from Konosuba as well.,1
248,"Fixed what exactly? It was Ginro who said the word ""nori-tsukkomi"" first though?",2
249,I stand corrected. Sorry.,0
250,"Ah, thank you for this, I was trying to figure out what that was supposed to mean and my electronic dictionary was doing me no favors.    One of my Japanese friends informed me yesterday that another exchange friend of hers was educating her on 'meme culture,' and I'm fairly certain she is one of only a handful of Japenese citizens who have any comprehension of the term.",1
