,Comment,Sentiment Rating
22,"For a slight moment, as I instantly remembered that there was another episode left, I thought they were doing the equivalent to the classic ""let's left the finals of this tournament for the next season"".",2
23,"Right? It felt kinda out of place tbh, I know that the moment was kinda big but perhaps regular soundtrack would have been better. I did have a ""chotto matte"" moment when I heard it",1
24,Anyway it'll end next week which is bit hard for me to digest as it was such a good journey to come this far. Hope they'll announce next season at the end of the episode!,1
25,So soon no Dr Stone nor The Good place on Fridays. Where am I gonna get my pre-weekend positivity fix from? Life!? Nah.,0
26,My answer is probably same!,2
27,Definitely not from High School Prodigies after that abysmal episode 8 or whichever last week's was. Don't think I can bring myself to finishing it after that.,1
28,Just recently started The Good place now im depressed ive caught up!,0
29,Its so good  was not expecting such an enjoyable storyline for a comedy,1
30,Guess we'll just have to make do with Hero Academia Saturdays for now,1
31,And Vinland Sundays,2
32,Only through December. :,2
33,We still got Fire Force Friday.,0
34,"2uper is probably getting announced later this month.     While not airing on the same day, it will fill the void left in my soul.",2
35,"Harley Quinn is every Friday. I mean it's not anime, but it's wonderful.",1
36,     I sure hope they do,1
37,They better. You can’t can’t build up to a battle and then just not do it,1
38,Hopefully it won't be a movie. I hate waiting more than 6 months for those sequel movies to get at least a decent release outside Japan and the US.,1
39,"I'm crossing my fingers for a second season announcement right at the end of the next episode and maybe a PV the next week, since one week after the show ends ""Jump Festa"" starts and they already announced a Dr. Stone panel there.",2
40,Also this week's issue of Weekly Shonen Jump apparently teases major Dr.Stone news for the next issue. So a season 2 reveal is looking pretty likely next week.,1
41,"I thought it was 26 episodes, so 3 more episodes ?",2
42,Nah! it's 24 episode season.,0
43,"I swear I saw it was going to be 26 eps somewhere , welp now I'm sad.",0
44,You can recheck on My Anime List,2
45,"There is apparently going to be a major Dr.Stone announcement next week in WSJ and Jump Festa is like 3 weeks away, chances are we should be getting season 2 reveal soon.",1
46,That's goods news for us,2
47,     Luffy approves,1
48,Gomu gomu no ,0
49,I was so confused because I was pretty sure there was one episode left. It's rare having the OP play like that in the second to last episode.,1
50,I didn't even realize it was the old OP at first and was about to fastforward the episode to post-credit scenes.,2
51,Same hahahaha,2
52,"I also felt that it was the end of the season, thank God i was wrong.",1
53,Ginro really checked Kinro's vibe there,2
54,"I thought they some how messed up the episode bc it played the visuals for the first op too, not just the music",2
55,"The most wholesome moment of this entire show was when all kaseki wanted was a high five from senku. Plus, senku leaving things to chrome really makes him feel more like senkus equal in intelligence, something the shows been building to since they built the water wheel without him. Also, heating the village while geting the coal dust was a great example of senku killing two birds with one stone. Bringing back good morning world was a nice touch, even if it took me by surprise",1
56,"Yeah, I love how Senku trusts the villagers to work on things without supervision once he's trained them up a bit, especially Chrome because he's just so into it",1
57,"It really shows how much hes grown from the beginning of the series, where with taiju he basically had to babysit him whenever he had a task, to now he has several sub teams working on different projects.",2
58,"To be fair though, Taiju was a bit slow...",1
59,"Yeah, but he was a lovable kinda slow",1
60,Not so lovable or he wouldn't have been ditched,0
61,"Don't work hard enough for Senku and he'll turn you into a spy for the enemy, a true dictator.",0
62,"Fucking hell, Senku's greatest power comes not from his science knowledge but from being a scrum master.",0
63,"That's... that's the way science works. It's not just Neil Armstrong setting foot on the moon and saying 'One small step for Man. One ...Tiant leap for mankind.'    It's THOUSANDS of engineers, machinists, computer scientists, astronomers, chemists, and more, and then EVERYONE who feeds them all working in tandem. You can't have Astronauts hopping around in 16g without the seamstresses who hand-sewed the Mercury and Apollo pressure suits. HELL YES, the organizers are important.    The quote from   Jasper   Kohaku and Ruri's dad is the one I've been waiting for. 'It's completely unreleated, but everything you do just happens to enrich the village, doesn't it?'    'That's just the way science works.'    And   Jasper   the former cheiftan feels 3000 years of preparation whipping him up into Senku's plan and realizing just how very big it is.",0
64,"     I was sure you were going to finish that sentence with ""hand-sewed the Mariner and Apollo core rope memory, but that works too.",1
65,"Rope memory was woven rather than sewn, but still, the NASA guys called it 'Little old Lady Memory' for a reason.",2
66,"Wait, NASA made computers in the 1960s capable of handling moon landings with  rope !? What isn't possible!!",1
67,"Well, the computers back then weren't the general purpose things we have today.      They are more closely related to ASICs or FPGAs, where the functionality was literally built into the hardware.      It means they could do that one task super well, but were absolutely useless at anything else.      A comparison would be...    Trying to play a blue ray disk inside a dvd drive.",1
68,"NOTHING is impossible, with SCIENCE!       MUAHAHAHAHAHAA!   ",2
69,If I recall correctly - it was the women who worked for Playtex who made them - legit the only people NASA could find who could sew within the tolerance of 164th of an inch.,1
70,"'It's completely unreleated, but everything you do just happens to enrich the village, doesn't it?'    Just like many inventions were a direct consequence of the space race",0
71,That is not jasper,2
72,Well I'll be a stone statue.,1
73,Senku is an interesting character. He is a sciencey character but he does not come from the Western tradition of smart characters. These characters tends to be arrogant and assholes. But Senku is first and foremost a shonen MC. Shonen MC's are social and amicable. They are rough around the edges but a common power they have is making friends.,0
74,Like a certain Merlin?,1
75,This made my day.,2
76,"As a project manager, this makes me happy",1
77,I wonder if Tsukasa brought them along as hostages or not. It’d make sense considering how big a weak spot they are for Senku.,0
78,"Its the only reason i can see for tsukasa to keep them around, especially now that he knows senku is alive",1
79,"nah I don't think that he's ""grown"" at all as a character.He has made others grow,find their calling or influence them to become better people but Senku himself remains pretty much the same.Chrome was extraordinarily curious right from the start & Senku has always looked at him for ancillary science stuff.If anything,it shows that Senku is a great leader.",1
80,He gave purpose to other characters.,2
81,The most wholesome moment of this entire show was when Senku made cola,2
82,Suika getting her glasses is a contender for wholesome moment too,1
83,"Absolutely. The only reason it doesn't win in my opinion is because fixing her vision was necessary. Still wholesome as heck how he did it, but a wholesome byproduct",0
84,It is really relatable to the memory of getting your first pair of glasses.,2
85,"I legitimately was pissed when Good Morning World came on and tried to skip past it for some after-outro scenes, then realized that it wasn't actually the outro hahaha",1
86,They way this show shares the spotlight among characters is a treat.,1
87,The look on Chrome's face when he realized Senku saw him as an equal was really touching.,2
88,"From a primitive ""cavemen"" actually fishermen tribe, calling himself sorcerer to sound badass because deep down he realize ""stone collector"" is lame,    To a scientist, actually making change in the village.    Same with kaseki",0
89,"Yes, Chrome has been unexpectedly great since the moment he showed up.",1
90,"Damn that part with Gen singing was so cool. But what was even cooler was that final montage using the first OP.    Fuck, just one episode left. Well, I'm sure as hell will not be waiting until season 2. Right after next week's episode, I will be reading all the manga.",0
91,"i enjoy these montages ,  no dialogue just OST with the gang doing their stuff as time passes",1
92,Stone rapper Gen was so strangely funny     mmmmyrgh,1
93, Brutality on best modern boi intensifies                                        Edit: The video link got taken down,1
94,Didn't take long to get blocked,0
95,I can see it though...                         Edit: nevermind,2
96,That montage in the first episode with Senku and Taiju creating the lab and making the nital was awesome,1
97,"I'm honestly tempted to tell everyone to hold out until the next seasons, because I just want to see the first reactions to some of the batshit crazy stuff that will happen in the future. But the manga is just amazing.",1
98,Which manga chapter is next week's episode and how far along is the Manga as in chapter number?,1
99,"Next episode will start from Chapter 59, but I'd really suggest to go through the previous chapters too because the art is astonishingly good.",1
100,Also more sciencey details and extra stuff,2
101,Theres some extra stuff when Senku met Chrome. Also the art itself is worth the read,1
102,"Hopefully we get to hear that song.      The manga version made me tear up, I predict the anime version is going to leave me bawling",1
103,I predict 60 or 61,2
104,"Next week will cover 59 and 60 and maybe a bit of 61 since it would be great for a cliffhanger for next season as it's the stone wars launch chapter.    The manga is up to 120+ chapters right now so enough for another 24 episodes season, which is likely to happen since the anime seems to be really popular as well as the manga.",1
105,Don’t worry I’ll wait it out for you. <3,2
106,"I'm not reading, so don't worry.    I read chapters 1-19 so right when he got to the village when it was first coming out weekly, realized it was going to be an amazing series and stopped reading because I KNEW there was going to be an anime.    After waiting for that, I'm waiting for S2.",1
107,"Gen singing was a PPAP spoof, right?",2
108,Yeah the pen pineapple thing!,1
109,"That's a Kojima Yoshio's refference, a popular Japanese comedian back.",1
110,One of the few rappers Eminem was too afraid to diss.,2
111,I truly miss the original OP. I sing along with the intro 「おはよう世界　GOOD MORNING WOOORLLLD！g’morning wooorllld」it was refreshing to hear it again and see the dawn setting on the rotating globe.,1
112,"same, I had to hold myself back so hard not to read the manga",0
113,"Oh, do wait until next week. If what I think is coming is, it is so very worth the wait for the immense payoff.",1
114,The manga is excellent and things escalate rapidly from this point.,1
115,"I hope Kaseki lives long enough to reach their goals. I look forward to him wearing a dwarven exo-suit while assembling their spaceship to reach the moon. This episode is so good, everyone got their chance to contribute and display their uniqueness",1
116,"That's the big hand grenade the mangaka is holding. You can't make a character  this  important without the health issues the elderly would face.  At least, not if you're trying for accuracy like Dr. Stone is.",1
117,"The accuracy of an old man ripping his clothing by simply flexing and of a young man smashing the head of a lion with a kick?    Dr. Stone follows our science and our logic, but it's still shounen at hearth.     100% the old age of Kaseki will be used somehow, but this doesn't mean that it will be realistic.",2
118,Well they already used his old age this episode on how he thought he was too old to bee their crafts buddy,1
119,"I meant related to his health condition.  Kaseki getting a really bad back-pain  losing part of his sight could lead to him being less ""overpowered"" when it comes to crafting things for Senku, causing them to either help him out or he could start being a mentor for someone else that is pretty good at the same thing.",1
120,They need to train more apprentices for  Kaseki. Hopefully Chrome and Suika and some villagers lika the fatso Ganen,1
121,"I think its more likely they'll just revive people who are into crafts, and then they can be best buddies with Kaseki. Yuzuriha was in a crafts club too, so they might even make her the successor",1
122,Would be epic seeing Yuzuriha blowing glass and pounding metal,2
123,"Right? I'm hoping they'll actually do that, or at least have her teach Kaseki all kinds of cool new tricks",1
124,"        Gotta disagree here, the fact no one has died yet even without modern medicine and technology is weird. Then you have all the problems related to massive incest and that they are getting resources too fast to be even real    Theorically all they do is possible , but it is impossible to get all the needed resources",0
125,Chrome has created a headstart by hoarding materials since he was young,1
126,"The ending sequence with the first opening was fucking hype man.    Also, when Kaseki cried, i've cried too. It must have been hard for him to live his whole life without being aknowlodge by his skills, i will cry if he dies in the anime.    Also ,can we give extra appreciation for Senku for using time for building the cellphone to build a steam roomfor the old and kids? If my boss was just like his lol.",2
127,"Dude he didn’t just make one for the kids,  every  house has one now, he literally providing heating to every home as a  side project ",2
128,"Well it's not totally a side project, they need to burn the coal somehow, and it's just efficient to use it for heating since otherwise it's just excess energy being wasted.",1
129,Happy workers are far more productive,1
130,"tell that to every employer I've ever had, please",1
131,"ya, i wish this is common sense to employers.",1
132,"Acquiring coal ash, making a heating system and stoves simultaneously, enhancing the well-being and productivity of workers and the technological advancement of the village... he just killed a whole V-formation of birds with one stone huh",0
133,He probably used a catapult.,2
134,A trebuchet...,2
135,"Not to mention that being cold slowed down the work of the others, so not only is it a quality of life upgrade for everyone, it also boosts the efficiency of the other projects going on. It's just all around a very pragmatic thing to do.",1
136,"A happy & healthy workforce is an efficient workforce. That's what scientific civilisation  should  be all about. Sadly, ours seems to have lost sight of that...",1
137,"Why make massively more profits as a whole, if I can make less but keep all of it for myself by abusing my workforce?",0
138,Why have a better long term workforce if I can just bleed them dry so I can profit  now ?,1
139,Have we? We've pulled more people out of abject poverty than ever before BECAUSE of capitalism and the average quality of life for humans on Earth is the highest it's ever been throughout history.    This is literally the benchmarkgoal that Senku is trying to hit lol...,0
140,More than half of that was by redefining abject poverty.,0
141,"No it wasn't, it was because we made products that increase quality of living so god damn cheap anybody could afford them.",2
142,"Please go to really impoverished countries once in your life. They aren't lacking cheap plastic shit, it's infrastructure, chemicals and machinery. And it didn't get all that better.    Besides, abject poverty was literally redefined. And it massively failed to take into account inflation or rising material prices.    If you really want to fix abject poverty, it's absolutely 100% not about making stuff cheaper, it's about political change to allow actual development and safety. And I'm sure you'll notice the political situation is far from improving. The reason why senku succeeds in the anime is literally because he isn't being capitalist at the very beginning. He isn't trying to exploit the poor villagers by talking as much profit as possible while investing in the least amount of infrastructure and education possible, like what's happening in say the DRC, but instead he's building a ton of infrastructure, explaining exactly how its working, forming engineers and scientists, stabilizing the political situation without tyranizing the citizens of the village, collectivizing the profits and fruits of the citizens labor and so on. He isn't making an iPhone to ship it off thousands of kilometres away because he owns imaginary intellectual property rights, neither is he extracting minerals from dying communities, bribing and manipulating  in order to politically destabilize as much as possible.    This is the thing, you actually don't know what capitalism is. And you don't know from where poverty really comes from. It's not because a smartphone is becoming less expensive, it's about the price of steel, machining, the local chemical industry, and so on. That much should be clear from watching the anime. And it turns out for a ton of these poor countries either the political situation is so fucked that it's impossible to make good long term local investments, or the wages are kept low enough while flooding the market with foreign products to prevent local industry from growing. Add to that intellectual property rights which would prevent them from doing what Senku did and which, oddly enough, are almost always only enforced for industry matters in poor countries and you've got yourself the actual explanation for poverty. Trust me, having a 25$ smartphone that can barely run candycrush isn't a worthwhile trade for being unemployed while the family farm is being outcompeted by the foreign industrial farm and there is a group of warlords eyeing the mineral resources nearby, coming into violent conflict.    This is a long winded comment, but essentially, no we aren't doing much do fix poverty. We're not even trying, actually. Really fixing poverty and getting the machine going in Africa, middle Asia and so on is so much against our interests that we just won't do it.    That's the thing, right. Tsukasa isn't actually wrong in some of his analysis of the root cause of the issue, he's just way too stupid and hubristic to realize that his solution will never work. And Senku does realize that the society he would actually be rebuilding and the society he has grown in the village are politically so far removed from one another, it's just that he's just kinda given up on trying to do much better which is fair. I'd imagine that when some of the greedier people he revived try to stop his project of reviving everyone in order to secure more power or resources he will have to come to terms that his experiment worked in large part because he hasn't replicated the old political structure. If Tsukasa actually had absolutely no argument at all it would be a much lesser anime.",0
143,"In what way? We live pretty damn fuckin good lives in the developed world.    Even a lot of our poor people are rich by the world's standards.    A lot of people are unhappy not because they don't have enough, but because they're convinced they need more.",1
144,"Because that ethos of ""A happy & healthy workforce is an efficient workforce"" has been lost. People are heavily overworked, despite overworking being harmful to actual productivity. Vital professions are shat on and get their funding scraped to the barest of bones, and are then blamed themselves when everything goes tits up.",1
145,"Also, the more he boosts the village's quality of life, the easier it'll be to convince people on Tsukasa's side to defect. It really is effective from multiple angles.",1
146,Meanwhile my house still have no power heating   sob  ,0
147,"i think the animator forgot to put in ""Stove Acquired""",2
148,He needs the coal ash so making a stoveheater was just a small detour on getting that material. Also just in time for winter. Senku is not a heartless man...  remembers spartan creating session with the village  ...probably.,1
149,     Dr.Feels at it again,2
150,"I guess this means they didn't even have simple fireplaces before in the houses, which is a little surprising",1
151,Theres a scene during the introduction of the village a family having a meal inside the hut with a campfire,2
152,"     Me too! As a maker, this hit a bit too close to home and I can attest that the sentiment is very real.    It can be a very isolating hobby if no one around you understands what you're doing, but on the other hand, it's infinitely more fun when you find like minded people.",1
153,Hahahahaha    yes.,1
154,S H I M A T T A,2
155,Whoopsie,2
156,"Considering that looks a lot more like a radio than a phone, maybe not",1
157,"Well, yes, but you would still need a second radio, right?",1
158,"Depends if you're aiming for bidirectional communication or more of a broadcasting style system. For bidirectional, I think they would. For broadcasting they just need receivers which should be easier to make and I'd think they'd have made some initially.",1
159,"To really get the benefit, they'd need two-way capabilities.",1
160,Not if the main radio is high enough to see the full battle field.,0
161,Which it seems with the observatory...,2
162,The observatory is no where in line of sight of tsukasa. Weren't they planning on taking the fight to him instead of waiting?,0
163,"that will be the main antenna that receives and sends signals, the others will have more portable radios with just enough signal strength to reach that antenna",1
164,"yep, this is the big boi rebroadcasting tower",1
165,"I think that this is a receiver transmitter, and thry need to build the other one.",2
166,Imagine if they turned it on and they immediately got an incoming call though.,2
167,"""Hello this is the IRS""",2
168,“We’re calling to inquire about the missing 3700+ tax return you have yet to file.”,0
169,"""New world who dis?""",2
170,"""FCC Calling. Shut down your illegal broadcasting equipment or we'll send in our  army of lawyers"" ",0
171,We're calling you about your cars extended warranty,2
172,"Hallo. We are finding suspicious activities on your social security number. Please to be giving us your informations so we can fix, and don't have to deactivate your social security number.",1
173,   You have one missed call from Scam Likely   ,0
174,OHAIIOO SEKAIIIII ,2
175,"They need to make more transceivers, but this is meant to be the ""radio tower""",2
176,"Huh, they're doing it proper cell phone style instead of walkie talkie style? I figured that having a central cell tower would be a bad move as it means they have one big target that if taken down shuts down their entire communication network, while a decentralized solution would be harder to take down.    Guess it'd be more resistant to stolen phones though.",0
177,"The enemy doesnt even know the existance of the radio tower, so being taken down is unlikely.    Tsukasa will probably realize whats going on when things start going wrong, but even then they will be too busy to deal with anything else",0
178,"They don't know of it  yet , but it should be found out as soon as anyone is seen with a phone or until Tsukasa notices how coordinated they are and deduces that they must have phones. After that point, Tsukasa seems smart enough that he should have some idea of where to look for it.",1
179,I think everyone is forgetting that Tsukasa's group all come from the modern age and understand technology unlike the village,2
180,"And they already know they have Homura, another modern day person, watching everything they do. Maybe she wouldn't have recognized that pile of parts for what it is, but then they painted the words SENKU'S PHONE on it.",2
181,"When I saw the giant label saying SENKUS PHONE, I thought “well this might bite them in the ass later”    The enemy would probably be looking around for the means of communication and spot that giant label and be along the lines of “Hey, that was easy”",0
182,"I mean, they're probably gonna torch it anyways. They already torched the village once. What's busting some weird machine?",0
183,"Or they might see it and get impressed by how advanced Ishigami Village is, and join Senku?",1
184,"Could also just be a repeater to amplify the signals of smaller, more portable devices.",2
185,"If they just want something that can receive the sound, it's actually really easy. You remember those salt crystal things they made? They can pick up vibrations emitted by the radio. So all you have to do is put one of those things inside of a megaphone, and bam. It would take all of two seconds.    EDIT: Here's a modern-day version of a rochelle salt speaker. It's stupidly easy to build: ",1
186,"I don't know, one of those could be too small, what if an enemy stole one without their knowledge?",0
187,"Technically speaking, the enemy wouldn't need to steal one, they'd just need to make some rochelle salts of their own. They're painfully easy to make.",0
188,"They're kinda dumb though. I mean I didn't know how to build one of those things, and I'm slightly less dumb than most.",0
189,"In that case, they wouldn’t know to steal a rochelle salt in the first place. Who would imagine that all you need to build a speaker is some salt?",0
190,        ,2
191,"Just taping the salt to the back of the paper cup would have been enough. It would just be super quiet, which is fine since they would hold the cup up to their ear anyways.    The wires connecting the cup just amplified the signal.",1
192,But how will they remotely send messages?,2
193,They'll need two if they want to have two-way communication.,1
194,"Yeah, this is a plot twist for the villagers.",1
195,Same that memereaction for next week.,2
196,If only someone they want to try to have contact with happened to have some sort of device that can output sound and can be retrofit into a receiver.,1
197,The gorilla pun never gets old.    Specially if you consider Kohaku hides a 6-pack under that slender body of hers,0
198,Kohaku and Maki from Fire Force on the same day. Gorilla Friday is the best day of the week.,1
199,And soon its coming to an end..     shatteredsaten,2
200,"lol a non-slender body would hide a 6 pack, a slender body ""revealing"" the six pack is the reason it can b seen when you're low body fat;     ;    but I guess u mean the rest of her doesnt look particularly muscular, but everyone has the ab muscles haha",1
201,"Yep, basically everyone has a six pack somewhere under their skin, the question is if they're thin enough for it to show through.",1
202,"Or if it's bulky enough, of course!",2
203,"Not at all, you can have the bulkiest core muscles ever but they're not gonna show if you have fat on top of them.",1
204,I think the only exception I remember is Mikasa from Shingeki no Kyojin. You can see some good abs in some training scene.,1
205,"We have seen her in a bikini, she doesn't have a 6 pack. Just another example of the usual anime trope of portraying strong girls without actually having toned musclesfire force is a nice exception.",1
206,"To be fair, healthy people aren't toned. Rigid tone comes from being fit  and  dehydrated. Otherwise you just end up with hard muscles  under  a little squishy fat.",1
207,"Realistically, she would look as fit as Maki, maybe more buff, but the Bochi has a very unusual way of drawing girls.",1
208,If this was realistic then kohaku would be weaker than all the fit boys simply because she is a girl.    Luckily we don't have to follow what is realistic.,1
209,"O H , S H I K S     P H A C K",2
210,"Wait, pun? How is the gorilla thing a pun?",2
211,Wait where is the 6 pack? So far we haven't see her belly,2
212,Schrodinger's abs.,2
213,That PPAP reference with Gen lmao,1
214," ♪ beat starts ♪     Zinc for seaweed ♪    Manganese rice balls ♪    Coal in the middle ♪    Look at that, a zinc-carbon battery ♪    Look at that, a zinc-carbon battery ♪      HuH? ♪♪♪ It's already done. ♪♪♪ It wasn't that brutal!! ♪♪♪      ♪♪      Manganese rice balls ♪    Tons of manganese ♪    Manganese rice balls ♪    Lots of manganese ♪    Manganese rice balls ♪    Tons of manganese ♪          WE NEED 800 OF THOSE   ♪♪      What?! EIGHT HUNDRED?!?!?   ♪♪-",1
215,I thought it was familiar,2
216,Oh is that what that scene was referencing?    That's awesome!,1
217,It was hilarious,1
218,I totally missed what when watching the first time lmao,1
219,That was a PPAP reference???,2
220,"I've only known Grandpa Kaseki for 12 episodes, but if anything happened to him, I would kill everyone and then myself.",0
221,Kaseki is actually Senkuus strongest ally.  The dude is insanely talented.,1
222,Without him they'd be dead to Tsukasa.,0
223,"They also wouldn't have been able to make the Sulfa drug at all no gas masks, centrifuge or complex glasswork.",0
224,"Exactly. Senku might have the knowledge necessary but that doesn't mean he can actually make the equipment on his own- it would have taken him and extreme amount of time to do the most basic glasswork or even woodwork as we have seen him trying to make that part for a gear from a tree trunk some eps ago, and yet without them he would not be able to do anything.     ;    Kaseki is really a power ally",2
225,"Senku would need to find a way to call Yuzuriha back somehow, and whatever plan he had would be a bust.",2
226,"Agree, i would rank Kaseki  ",1
227,"Just like Senku has a supernatural intellectmemory, Grandpa Kaseki has supernatural craftsman skills",1
228,Thats why Best Boy = Kaseki and Best Girl = Gen,1
229,You misspelled Gin.,2
230,Old age might be his worst enemy but he still has the body of somebody 50 years younger.,0
231,Isn't he 50...?,2
232,He is 50 years older than SenkuChrome so he's in late 60s probably,2
233,He's TECHNICALLY younger than Senku.,2
234,I was half expecting Senku to bring that up when Kaseki asked if they consider him their friend despite being over 50 years older than them,1
235,"It almost would have been funner if Senku said something like ""Even though you're 3000 years younger, you're still my friend""",1
236,That rock wrapping treatment just did wonders to his skin is all.,2
237,"people died before their 50s in middle age.    Remember, before Senku arrived, they were mostly hunter-gatherer so a lot pre middle age society.",0
238,"Obligatory: ""That's a misconception.""    Dying during childbirth was much higher at that point in time skewing the average life expectancy.  If a person made it past early childhood, their odds of making it to old age weren't much worse than modern people.",1
239,"If you can be pedantic, I can also be pedantic and please don't take this as condescending:         That is so wrong between disease, famine and war.    We live in an absolutely unprecedented age of prosperity.",0
240,"It helps that Kaseki is also a craftsman, and not someone who regularly has to put their life on the line for their work.    That's actually why ""Smith"" is the most common English last name, because the blacksmiths were the ones who got to stay safe during wartimes while everyone else had to go out and fight. Likewise, ""Pikeman"" is one of the rarest last names specifically because pikemen were the frontlines of most battles.",2
241,That makes sense. Thanks for the info,1
242,"Nope, people would die at certain thresholds. If you'd reach 50 there was a good chance that you'd get to 70-80.",1
243,"Many did, yes. All of them? Most certainly not.",1
244,"The man is too precious man, makes me miss my Grandfather even more :",1
245, My little swole craftsman grandpa      wow,1
246,Don't cry Santa :,1
247,Kaseki wanting a high five and being happy is the single best moment of this whole manga  anime.,1
248,"Science doesn't discriminate. The myopic, the aged, the ill, the infirm... all can benefit... and contribute... just as much as the career scientist. Race, religion, creed? Build, sender, sexuality? The more eyes on a problem from different perspectives means more possible solutions.    Science is the equalizer.",0
249,swolesome,2
250,It gave the manga art justice,1
251,That made me go from giggling to sad in a whole two seconds..      RIP grandpa..  ,0
252,"Same, tho I never met mine :",2
253,This could actually be a Light Novel title.,1
254,99,2
255,We are all merely living in his baller world.,2
256,   Sob    I don't want this show to end.,0
257,End of season period is always depressing,0
258,I know this pain so well and yet I keep subjecting myself to it.    MORE!,0
259,Miyazaki was right after all. Anime was a mistake,0
260,Probably every person watching right now feeling same! We want more after next week,1
261,Guess I'll have one less thing to look forward to on the Fridays after next week    I hope they announce the sequel soon.,1
262,"There is so much more! I'd bet 10000% on a season 2. Even in that miniscule case someone in the Production Comitte HAETS science, the manga runs every week in Jump and is EVERY BIT as awesome.",1
263,"Season 2 is probably already on its way.    Jump Festa is just around the corner, after all.",2
264,I hope so.,1
265,"People probably won't have to wait until Jump Festa. There'll be a big announcement in Jump next week complete with color spread and everything. As it'll release right after the end of season 1 in Japan Ends on Friday, Jump releases on Monday chances are good. Plus, it'll probably leak the day before the final episode.",1
266,"I'd be shocked if it wasn't.    I read the manga, and they don't have the time to squeeze everything into the next twenty minutes.",0
267,What do you mean everything? The mangas ongoing of course they can't,2
268,"I mean for this arc. Everything they actually  do  with the cellphone now that they have it would require two episodes or more, to say nothing of the conflict with Tsukasa.",1
269,I've taken this show for granted. I always watch it when I come home from work and before hitting the gym and it's gonna be so weird not having that after next week.,0
270,Same here. It signals the end of the week for me. Getting home to relax with new chapters and episodes,1
271,"They could've finished the arc with one more cour, I think.    Source: several weeks ago I got impatient and finished the arc.",0
