,Comment,Sentiment Rating
62,The god damn monkey commentary for this episode was something else.        The two old monkeys gave me some Statler and Waldorf vibes.,0
63,Yakuza Monkey     wow,1
64,Chin Chin!,2
65, ppfffffffftttttt ,2
66,"If you're referencing Speed Racer, I believe it was Chim Chim.  Gotta love a kid and his monkey spending all their time in the trunk of a race car eating candy.",1
67,Why am I instantly reminded of Aoki and Takamura...,2
68,The fact that they had Kansai accents made it even better.,1
69,haha yes,1
70,     That's also what I was thinking about. Having absolutely no faith in the shiny monkey,1
71,Is it too obvious to be said that they were just Senku's self doubt?,0
72,Get that nasty peepee outta here!,0
73,Definitely liking that Yuzuriha brings something to the table and isn't just someone to be rescued.     Tsukasa should've been suspicious that Senku easily gave up. Dude always has a back up plan.,1
74,"According to what Senku said during this episode, Yuzuriha appears to have superhuman dexterity, just as Senku has superhuman intellect, and Taiju has superhuman durability. I'm willing to bet in the next few episodes, she's going to do something ridiculous, like invent pillows, or sew up a bunch of outfits for them to wear.",1
75,"If they already have the deer hides, string, and sharp rocks, clothing shouldn't be that hard for her to make",0
76,Maybe she’ll make a Buddha out of clay or paint the Mona Lisa. Something like that.,1
77,"Dunno about the next few episodes, but she'll definitely do some ridiculous stuff.",1
78,Then she'll talk about how she could rival athena,2
79,"Manga reader here. I can tell you right now it ain't gonna be in a few episodes, dude.  Those are some  interesting  guesses though",1
80,"I mean I hardly spoiled anything, what I said is both true and false, you'll have to wait and see.",1
81,You have to be brain dead in order not to understand the meaning behind your words.,0
82,"I think you have to do thing called READING. It's practice that's been around for thousands of years, but if your not into that there's another thing called: PATIENCE.",2
83,"This comment has been removed.      Please keep all source-related comments, such as discussion of future events, comparisons with the source material, or talk about the source material in general, in the Source Material Corner.    ---  Have a question or think this removal was an error? Message the mods.     Don't know the rules? Read them hereranimewikirules.",0
84,"She's quite possibly as useful or more useful than Taiju, but let's not pretend she's nearly as useful as Senku",1
85,"But that's the point of division of labour. Even if Senku is objectively better in every single aspect, Yuzuhira and Taiju's existence is still massively beneficial to Senku and would accelerate his goal much faster.    Think about how much slower Senku would have been to developing the serum if Taiju didn't basically take over 99.9% of all the daily maintenance activities to free him up to research. Yuzuhira being above average useful is absolutely huge.",1
86,"I absolutely don't mean to say that Taiju and Yuzuriha are useless. They're clearly not, and I agree that Senku would struggle without their assistance.       Nonetheless, Senku is more useful. He is the key existence in rebuilding society, and ultimately the others can only play a strong supporting role.",1
87,"I get what you’re saying. But Senku isn’t better in every area. He’s maybe a normal human in everything but intelligence but when you have super humans like Tsukasa and Taiju around that means his strength and stamina are immediate weaknesses.     We still haven’t seen Yuzuhira shine yet, but last episode and this episode make me hopeful she will too. If that happens then he might even be below average in strength.",1
88,"It's good to know.  I don't WANT to think that she is a dumb bimbo, and this episode proves that she ISN'T...I just can't get over how dumb-moe she looks Which is a critique on her art style, as opposed to her as a character",0
89,"From my recollection, the female characters are actually useful or at least equally so to the male ones.     They're just drawn, uh, strangely.",1
90,"It's Boichi's weakness, unfortunately, that even the anime couldn't fix; he can't draw women that don't look like sex dolls.",0
91,"Can you blame the man, He used to write doujins",0
92,Yeah? I don't find awkward anatomy sexy. Like obviously there's a suspension of disbelief when dealing with drawn anatomy but his breaks it for me,1
93,If he just drew some men and added some boobs and called them woman I would be less annoyed by their art style.,0
94,"I don't read the Manga, so that is a relief to know, I hate when animes have these characters. Thanks for the no-spoiler information :",1
95,Someone tell the man...,2
96,"As a manga reader, can you just shut up. There's literally no reason to make this comment other than to spoil things.",0
97,I told you guys he was actually dead.,0
98,Men can you imagine that actually happening.    More balls than every other manga this days combined.,2
99,"It'd be an interesting alternative story, focusing on the universality of the scientific method rather than the hypergenius walking wikipedia's collection of knowledge. It'd need to have set it up though, like some conversation along the lines of ""wow senku you're so cool"" - ""no no my meatheaded friend, you too can learn this through Experiments And Shit."" And then he has to and it's very character growth. It'd be a wildly different tone for the story, though.",1
100,"I remember some quote somewhere about how science advances in two ways: one way is through massive leaps of progress spearheaded by one or two visionaries e.g. Einstein, while the other is through slow and methodical trial and error. While the first way is more glamorous, both are equally important.",1
101,"The notion of the ""paradigm shift"" was first widely popularised by Kuhn, but the quote you're very likely thinking of is from one of my all-time favourite video games, Alpha Centauri:          ",1
102,"Or an inevitable result as the slow process starts to grow ever slower towards a limit, people are driven to start questioning the system more and searching for something to break through the limit.    It's not like we have just regular scientists and then superstar scientists who magically make leaps and bounds in progress. A super genius person can spend their life doing fairly normal science because they're born in a time where we don't have enough information for a breakthrough. Whilst a fairly 'normal' scientist can become a superstar given the right circumstances.",1
103,"Senku does have absurd anime intelligence with an encyclopedic knowledge, but it's not like he also doesn't use trial and error. He explains to Taiju in episode 1 that science is a long and tedious process and in this episode we watched him make several attempts on stuff like making fire, making spearheads, hunting, etc. I liked how it showed Senku trying over and over instead of finding the answer right away",0
104,"It's one thing to have knowledge, it's a totally different thing to be able to apply that knowledge.",2
105,I have read on how primitive man had to be as smart as us with all the different types of knowledge of how to do stuff they had to deal with. Article then broke down examples like seen here what rocks work best. And how complex tracking something is.,1
106,"I mean yeah, it's a pretty big misconception to believe that primitive humans were dumber than us. We're almost literally the exact same organisms as humans tens of thousands of years ago, and we're likely dumber than neanderthals.     Humanity has just done a good job of maintaining, teaching and growing its wealth of knowledge so that each generation can stand on the shoulders of the last.",1
107,I honestly loved that. The mangaanime could've easily let him be an all powerful genius but as shown he's still quite limited. Keeps the story very grounded in reality because I can easily believe someone as hardworking as Senku can be very knowledgeable since we're shown he's been very hardworking since young.,1
108,Harry Potter and Methods of Rationality,2
109,"Well, I have been known to say that it would have been much better if Harry died.",1
110," ""I think that's basically what he teaches to the Village's ""crazy"" kid, how it's not magic but actually science and he becomes his apprentice. But yeah, Senku Deus Ex Machina happens most of the time.""",1
111,You do have to remember being ballsy != good writing. Killing off the far and away most interesting character is a great way to disinterest so many people.,1
112,Because fake killing them off is better?,0
113,Ehh taking into account the general comments i can't think of Senku as the most interesting character.    I like him but he is definitely not my favourite and some people even dislike him.    Besides isnt the main appeal of GOT the fact that aside from 3 guys everyone dies?,1
114,"GoT doesn't actually kill essential characters, it just doesn't make it clear in the beginning which characters are essential. As early as book 2 it's clear that certain characters are covered in plot armor just like in any other story.",1
115,"     Really good comment and it's a highlight of Martin's writing. He's very good at using conventional expectations of 'importance' against the reader. But with hindsight, the deaths are almost always reasonable.",1
116,"Game of Thrones writing went to shit, it used to make sense why people died and it related to character arcs, towards the end of the show they ditched all that and it became dumb.  The writers apparently wrapped it up in 8 episodes when they could have done 3 full length seasons so they can work on Star Wars, but it was already going downhill by the 7th season.",0
117,"I used the word ""appeal"" instead of good writting.    The guy i replied to was arguing about the fact that killing a MC would be unatractive and unpopular. I tried to argue with something that it has MASSIVE MASS APPEAL and its popular as hell, i didnt said it hadhaswill have good writting.",0
118,"There was others below your comment I was probably more responding to. It had mass appeal in game of thrones because there was good writing behind it, when the good writing went away and the shocking mc deaths stopped having a reason it became shit and everyone stopped liking it.",0
119,"You failed to take into account that the others were referencing the books, not the show.",0
120,I just wanted to comment and didnt care where or to whowhat so I did it,0
121,Ditto.,2
122,Yeah GOT is shit writing.,0
123,Well i thought it might have SOMETHING since its the most popular thing i ever heard of. Almost 20% of the Internet was GOT related a couple of weeks ago.,1
124,Because it has popular appeal of “oh it’s so violent and people die that’s so edgy.” George Zimmerman got lucky his books got the attention of people who hate women and critical thinking.,0
125,You know plenty of women also love GoT.,1
126,I’m really not interested in who loves shitty writing. You can be a woman and still not be able to tell good writing from bad. You can also be a woman who hates other women. Liking George Zimmerman’s hack writing is not a personality trait sweaty.,0
127,     Hey! I showered this morning!,2
128,     What?    Are you trolling? Or seriously just this incoherently dumb?,0
129,Buddy I don’t even know what point you’re trying to make. If you can’t understand what I said or even form a coherent question on why a retarded old man’s books sell so well to other retard uncles please move along or read a book or something. Maybe try taking some basic reading comprehension courses.,0
130,"In the manga, the character polls put senku at 1st, while taiju and yuzuriha are like 8th and 9th",1
131,"     Who is?    Mr puppy dog? Love interest-chan? Edgy hercules?         Game of thrones has always had a split story showing the perspective of many different characters as protagonists of their own story.    And sure, the risk of death is interesting, but if they kill off all the actually interesting characters, people wont want to watch anymore.    Really, the show just killed off characters at the start to make you feel like there's a threat of people dying, when really, the main protagonists manage to stay alive through a lot of bullshit.",0
132,Subverting expectations? Hmm,2
133,"This comment has been removed. Untagged or improperly tagged spoilers are not allowed.     FYI, Spoilers are treated as spoilers here no matter how old the content is.    ---  Have a question or think this removal was an error? Message the mods.     Don't know the rules? Read them hereranimewikirules.",0
134,Tag ya spoilers mate.,2
135,"no, it's 12 years old",0
136,"You can't kill the main character early on, because then he is not the main character.  It's not balls, it would make no sense.",1
137,"The beginning did make me feel a little bad for Tsukasa, especially the part with Yuzuriha's dolls. Really nice we see Senkus first days in the stone world.    The urge to read the manga is getting stronger and stronger each week.",1
138,"Speaking of the beginning, who was this girl? They put her right in the front like she would be a main character, but we never saw her before or after. Interesting bit.",1
139,Remember Tsukasa backstory? That girl has a seashells around her neck and is looking at Tsukasa. She is probably his sister.,2
140,"I missed last week's episode and watched before this one. I distinctly remember saying that he had admirers, but no one that he thought of as ""precious"" to him.    Dick move, Tsukasa.",0
141,"He did love his sister, but in episode 2 I think it's implied she died when he was young, as he said she was undergoing surgery and that in the end she was never able to be the little mermaid.    In last week's episode when he talks about only having admirers but no one precious to him we see him close to his current age and in a ring, so he was most likely talking about not having a close relationship with anyone his age.",1
142,Doesn't even have to be anyone his age; if his sister is dead and she was the only one he cared about she doesn't really count right? He currently has nobody he is close to who is alive.,2
143,oh and that evil guy he broke statue of was the guy that beat him up when he was a kid looking for shells ?,0
144,Is that also the stone girl he put seashells around the neck? Because that would mean he killed his own parents.,0
145,That's literally all information we've already been presented with in the anime and then a very obvious theory.,2
146,We've literally already seen the character lmao,1
147,Pretty obvious that's it's his sister with the shell necklace and all.,1
148,Take a closer look to what she has around her neck and start connecting the dots to info Tsukasa already gave us.,2
149,Not sure but I'm goin to assume the blonde girl that was doing the signal fires ?,0
150,"His motivation for murdering the adult population is that he was beat up by a middle-aged man for ""stealing"" shells to make a necklace for his sister, so it's safe to say that it's supposed to be her and he wouldn't have developed his crazy ideology.",0
151,Well that and seeing what the Adults were doing wrong more than what they were doing right and being unaware from lack of historical knowledge that having the Warlords be young only makes it worse. He missing the scientific knowledge that humans are naturally tribal and territorial and thus war will come without  old people involved. Chimpanzees wage wars on each other it not just a human instinct.,0
152,"That's what I've assumed as well, the blonde hair is too much of a coincidence.",1
153,"Seems Tsukasa has knows that blonde girl, seeing how she appeared in his 'what if'.",2
154,"Very unlikely, it's probably his sister lol...look at her necklace.",2
155,"she kind of looks like the girl setting off the smoke signals, also ik im late but i just watched episode 5. Reason I say it might be her is because they both had blonde hair. Just an assumption. Also like other comments say, it could be his sister. So was his sister the one to set off the signals?",1
156,     This bit made me tear up! I was such a tragic moment.,0
157,yeah those beginning shots showing the life that could have been were a really nice touch that I wasn't expecting to work as well as it did.,1
158,There was even the Avenger dusting scene,2
159,I gave up and started reading it last night and it rocks. You won't be disappointed when you get into it. I'm gonna finish reading all the chapters today!,1
160,Every episode makes me want to pick up the manga man. It's so rough.,1
161,"I read the whole thing, it's worth it",1
162,I say Tsukasa isn't wrong. Adults are all corrupt and bad for the new stone world.,0
163,Fuck the OST is so good in this adaptation.,1
164,Yeah the OST has been great so far. Feel the songs played have really encapsulated the manga,1
165,You can say anything about the course of the story but you cant deny that the OST its incredible.    It's probably amongst the 2 or 3 anime OST i can actually remember.,1
166,"Honestly, that beginning segment with the alternate storyline of Tsukasa being friends with Senku really stuck with me. I feel rather sad that we didn't get to keep that friendliness from right after Tsukasa was revived.",1
167,"Shows how little it takes for someone's life to go the wrong way. It's a little, but amazing segment.",1
168,"If Tsukasa was a friend they'd have a well-balanced RPG party; a DPS, a tanker, a wizard, and a... uh maybe you can treat Yuzuriha as a healer",1
169,A stress healer.,0
170,"Remind yourself that overconfidence is a slow, and insidious killer.",0
171,"Driving out corruption is an endless battle, but one that must be fought.",0
172,"And now the darkness holds dominion, black as death.",0
173,"Slowly, Gently, This is how a life is taken",1
174,COMPASSION IS A RARITY IN THE FEVER PITCH OF BATTLE .,1
175,gachiBASS,2
176,"People in the reply chain are really underestimating Yuzuhira. While trying to start a fire with his barehands, Senku commented that Yuzuhira would have been able to do it because she's very dexterous. We also know that she's pretty good at hand crafting and she appears to be above average intelligence.    She's a much greater asset than we give credit for.",1
177,"She's the trickster, advanced class combining Rogue and Cleric :p",1
178,A cleric. She's definitely the cleric.,1
179,"     Making senku, who viewed depetrifying people as science vs magic, into the wizard",2
180,Alchemist sounds more like his role,1
181,"wizards are well studied and intelligent class. If magic had rules and properties, then wizards would be mathematicians and physicists.",1
182,"Wizards aren't superheroes though, they don't have powers that ""just work"" they studied relentlessly. In fantasy, wizards are generally people from privileged backgrounds who could spend their time studying and learning instead of working fields or mining. It's a pretty strong analogue for scientists before the modern era.    Along with alchemists, they're the most sciency, versus some other fantasy classes which are just ""I got my power from a goddemon"" or ""I was just born this way, lol""",1
183,"If Magic actually existed, it would still adhere to rules that can't be broken just like science. It would be part of science.",1
184,"She's Ultra-dexterous, 10billion% she's gonna be a rouge, lock picking all the doors and chests, also a ability to craft lots of things.",1
185,"Senku mentions that Yuzuriha has a lot of dexterity as the head of the crafts club, such that she would’ve been able to rub a stick on a log to make a fire",0
186,"well, she would be a crafter. a profession character focused on sewing and cooking for exemple",1
187,"Honestly makes me wish we had a spin off about that what if, if they had all grown up together cause seeing that flashback animated made it hurt worse.",0
188,"Kinda don't get tsukasa's decision making at this point. Seeing the signal fires should indicate to him that some humans didn't get petrified, which means after 5000 years there will now be plenty of old corrupt people already lording over the world as before, so his plan to stop them from reviving so that the world can remain pure is already a total wash.     Plus, some could reasonably still have guns, a team of them are probably physically fit enough to subdue him, having been raised in an environment with lions roaming about.",1
189,"I'm not entirely sure that guns would still function reliably after 3700 years. Some guns can be pretty finicky, even with proper maintenance.    To say nothing about lacking a reliable source of ammunition.",1
190,"Yeah but there's also be libraries dotting the landscape, which someone would have attempted to extract useful information to transcribe for future generations. The extreme scale of the loss of civilization implies to me that the last remnants of humanity went through total moral breakdown at the trauma of the event, indulging in immediate pleasures and forsaking future generations because the world as they know it is over.",1
191,"Admittedly, we don't definitively know that every single last human was petrified that day, and there could have been a small handful of people left behind afterwards, but I still think you're underestimating just how fragile most things are with respect to aging and how much maintenance has to be put in to keeping them from falling apart over such a long time span.",1
192,"Well it's not like Senku is really providing truly pivotal intellectual insight that only he could provide, he's basically a walking encyclopedia. Which means anyone should be able to just get a wilderness survival guide from the library and recreate everything he's got so far within year one of the apocalypse. Plus they'd have free food and gasoline for at least a month.    It could make sense if the remnants started to fight each other for scraps on year 5, maybe. Or maybe the surviving population is so small and monocultural that the negative effects of inbreeding cause generations 3 thru 10 to suffer from severe deformaties affecting their intelligence.",1
193,Ammo is the problem. Most guns are just hunks of reciprocating metal. Kept  out of the elements most should function fine. Especially if they never had corrosive ammo fired in them.     If I was plopped down in America stone world I would head right to several places where I knew there had been rifles stored in cosmoline. Would be your best shot imo.,2
194,its been three THOUSAND 700 years. There is no way anything is preserved cmonbruh,0
195,Steel doesn't rot. Polymer doesn't rot. If kept unexposed there is no reason a modern firearm won't last 10s of thousands of years.,0
196,And Tsukasa unaware the corruption in humans DNA and the only young been tried and failed already the young even more likely to go to war than the old. It is actually civilization that had caused us to advance past the yearly battles against other tribes and the occasional barbarian horde crushing all. War in primitive societies often considered a good thing.,0
197,"Yes and it sad that Senku is lacking in the political, historical, human behavior sciences as well as convincing political talk so he could rattle off the failures of Only Young movements of the pasts and how human instinct will just give you young warlords who go to war even more often than the old with Tsukasa only young idea.    But of course Senku can not be totally up on all the sciences and he is drawn to the hard sciences first.",0
198,"It makes me love Tsukasa as a character and antagonist. He's smart, honorable, thinks normal, just has messed up vision and aspiration from Senku.        Overly dangerous.",1
199,  Other Shonen Main Goal:   Defeat a tyrannical villainalien and his entire OP army of servants capable of destroying entire civilization.    Dr Stone main goal: Make fire,0
200,"     Yes. ""Defeat."" As in, make him say ""I'm sorry. Let me pay for my sins in jail."" Certainly not ""kill."" Oh, no, no, no. Killing tyrants make you as evil as tyrants.",0
201,Even though you just came from killing a ton of his underlings,0
202,"Oh, come on, they didn't ""die,"" don't be silly, they're just  sleeping ... permanently.",2
203,Okay there Badman.,1
204,"They didn’t die, they were defeated",0
205,"They weren't killed, they were banished to the shadow realm",1
206,"Jail? More like punch him hard enough that he joins your side, then an arc later he's your best friend.",1
207,"Hero: ""But if I kill you, then I'll just become as bad as you are""    Villain: ""lol okay""",0
208,"To be honest, I don't approve when they kill villains either. I don't like when media depicts solving violence with violence. Coming from Mexico, violence just generates more violence between us. I don't like to see it in my media, in real life is more than enough",0
209,Yea fuck that cliche.,0
210,nan,2
211,"I mean, Trigger is collaborating on the 2nd half. So aliens and space aren't quite ruled out yet! joke",1
212,they are? whered you hear that?,2
213,I swear I edited to say joke at the end. Just gonna fix that up now...,1
214,"Yes, I would also like to know where you got this information.",1
215,"I mean, this is a minecraft let's play after all",1
216,That was such a great episode. My favorite thus far and the ost was banging.         This shiny monkey is about to lead civilization.,1
217,"Having read the manga, the neck cracking for the first few episodes were a fun detail to pick up on.    Also, I’m loving the soundtrack, anybody know when if it will be released soon?",1
218,Coming August 21st!,2
219,The soundtrack has been really good so far. The part where he's trying to make a knife I thought the freestyle rapping in the background were the monkeys muttering behind his back and now I can't unsee the situation like that,1
220,Yeah the neck cracking was great as an anime only too because it gave it that satisfying thrill of like a mystery movie leaving subtle clues that all make sense in the end. I hope they keep doing little things like this for the rest of the show.,1
221,"I really hope that monkey said ""Nani!"" when Senku was chasing that deer and he looked at him. Because that would be hilarious.    I loved that scene with us seeing that alternate reality if Senku and Tsukasa met earlier. I loved that scene in the manga and it does not disappoint.    Next episode is the one where everything comes together and I'm really excited for it.",1
222,"     Yes! That was my favorite part this episode too. I always love when animes do this - showing what it would be like in possible, alternate realities.",1
223,"I really love Tsukasa, so seeing the what-if scenario was one of my favorite parts of the Manga and seeing it animated hurt. I just want to see more of that timeline.",1
224,"I thought he was gonna spin around and lob that spear at the monkey in that scene, but I'm glad he didn't.",1
225,Is monkey edible?,2
226,"Monkey is edible, but it is a BAD idea to eat anything that's too close to you, genetically speaking. It's a good way to get cross-over diseases. Hunters eating un-cooked monkey or ape meat is one of the leading theories for the origin of HIV in Africa.    ",0
227,Very and it's called Bush Meet and a problem in Africa with to many primates being killed.,0
228,"I thought he was going to figure out that one of our ancestor's greatest strength over prey was our endurance. Was expecting him to realize that, pace himself, and stalk the deer in a brisk but controlled walk until the deer fatigues.",1
229,Really loved those monkey reactions in this episode.,1
230,"Somehow I like the little humor involving the monkeys questioning Senku's actions when he first gets out of his petrification.    Wow, Senku creating all those tools and building his little shelter really does remind me of minecraft especially with the little text boxes. I can see now where the joke actually comes in.",1
231,I'm almost certain this series was formed after a long night of the author playing a Minecraft.,1
232,We've been waiting for a minecraft anime anyways.,2
233,He binge watched Primitive Technology,2
234,Not minecraft. The text boxes are specifically references to Dragon Questother JRPGs.,2
235,"This is really adaptation of Civilization.     Did Senku broke from his shell by his will only? Oh he was pissed by some bat passing over?    Hello, world!",0
236,There was a hint right at this moment...,2
237,"It's the nitric acid in the cave. The say in order to revive someone, they need the miracle water mix, but that's only to revive someone instantly. Senku was under the spot it dropped when he woke up. He also dragged Taiju to the same spot, where it took like a week for him to wake up. They don't give exact details, they just know if you want to put it in a jar, you need to add some other things.",1
238,"It's just that when he was revived, it looked more like he was in an open-ish field than inside of a cave.    Edit: Welp, guess all of that + above methodology is explained in Ep 6 :",1
239,"Taiju and Yuzuriha working together against Tsukasa was pretty awesome. Goes to show how long they've been friends if they could make a plan on the spot like that without much communication.    Of course Senku had a plan. He'd try and sacrifice himself sure, but not without a contingency plan of course. And it's only Episode 5, of course he's going to live!    For a man of science he's pretty ripped. He's so damn cool!",1
240,"He builds stuff and moves around a lot so a minimum amount of muscle mass should be expected. Rest is just him being cut and having a low body fat %, but that has nothing to do with being strong. So a pretty odinary build.    Also, it's Boichi's character design. Dude can't help himself when it comes to drawing attractive males.",1
241,No homo though.     The man also can't help but to draw the random ass faces everywhere that make you spit up your coffee.,0
242,cut == strong,1
243,     Yup. Yuzuhira was undeniably She also had the presence of mind to take some revival fluid before they escaped.      mug8,2
244,"It's nice to see more active female leads in shonen. I was really worried she was just gonna be just a damsel who's used as motivation for Taiju, but this episode and the last made sure to show she's always been and will continue to be helpful part of the Senku Crew.   Senkrew?  ",1
245,"I loved seeing that she has her own strength and even the commentary of: ""Science levels the playing field for everyone!"" and showing a female astronaut. It's really nice to see Yuzuriha be able to fight on her own.",1
246,Senkrew,2
247,"this is literally a spoiler, dude",2
248,This comment has been removed. Untagged or improperly tagged spoilers are not allowed.    ---  Have a question or think this removal was an error? Message the mods.     Don't know the rules? Read them hereranimewikirules.,0
249,Best Girl proving again how fucking OP she is     wow,1
250,"I love this show, but I have to admit that Tsukasa should have at least an idea that maybe Senku had a backup plan because he accepted his death way too easily.",1
251,"He actually managed to break his neck though, and could probably feel it snap. No real reason for him to think senku was  that  prepared to be killed that he'd been planning on having his neck broken the entire time and was even baiting him into striking there",0
252,"I actually gave up last week and read next chapter, just to see HOW Senku is gonna survive that. But after manga I thought that Tsukasa hit the stone part, which protected Senku's neck from breaking, so I thought it was kinda too lucky. But after seing it animated I realised I totally forgot about de-petrifying healing abilities, that's pretty smart",1
253,"Definitely a next level decision. He really is sure of himself, for good reason apparently",1
254,"And sure of his friends, too.",1
255,plus it's not like Tsukasa knew that de-petrifying would heal injuries because why would you think that if you hadn't seen it happen for yourself,0
256,Because he's Tsukasa and he knows everything without actually knowing it in the first place.,2
257,"I mean, evidently not.",2
258,valid,2
259,"Tsukasa knows that you can depetrify people and how to do it, but he doesn't know that it has healing properties, and with how much technology they had at the moment it's simply unthinkable.",2
260,I was trying to think how they hid armour in a way that wouldnt be felt and I have to say I like this twist better.,1
261,"I'm geniuinely expecting that in an episode or two, he's going to use the miracle water to get some people free, then immediately realise that it has healing properties and go ""...Senku's still alive. Dammit.""",1
262,"I mean he could also have just rationalized that he had beaten senku. He knew senku couldnt retaliate, he had yuzuriha as a hostage and her death would cause taiju to go berserk leading to tsukasa killing him as well. It's a complete and total checkmate. The only outlier is tsukasa doesnt know about the regenerative properties of the miracle fluid or that senku was still slightly petrified.",0
