,Comment,Sentiment Rating
32,3700 years isnt long enough to get to the other side of the world. They dont have the stuff they need to make it that far.  Boats  also islands arent is south america  thats one hell of a landmass to miss  if they where aiming for that they wouldnt miss ,2
33,"Eh, I don't get why they can't make boats over 3+ millennia. We didn't see boats in the village but that doesn't mean they never had any. They may have some near the beach.    There's also a number of complications that could come from just 6 astronauts going to South America without any support or communication from HQ. Missing that wouldn't be so difficult. Guess we'll just have to wait and see if there's more in later episodes.",2
34,3700 years is not enough for humanity to progress from rafts to ships,2
35,They punch lions to death in this anime.,2
36,A man has killed a bear bare handed at the cost of his life. Also a lions body is designed to tank scratches and bites not blunt force trauma. Tsukasa probably just barely scrapes over the edge of peak human. Assuming he is as strong as the strongest humans it is viable  albeit he would have to be at peak strength  if he struck one of the 3 weakest parts of a lions skull he could severely injure it. Probably not kill it without being at least semi superhuman but he could definitely being a lion down.,2
37,"It's a big fucking stretch, okay. I'm not convinced they're gonna stick to 'building ships over 3.7k years is impossible' so much. Doesn't have to be a huge ship or the Titanic.",0
38,has to be good enough to get across half the freaking planet. it needs to belarge enough to carry enough people to start the village and the food and stuff needed to last the 3 moth + journey    humans took over 100 000 years to upgrade from rafts to ships that could sail more then a week    also all evidence points to them landing near japan.    otherwise they would have encountered civilisation and reverse engineered some of the technology by then.    yes a human taking down a lion is one hell of a stretch its doable  by that i mean non 0 chance  and if tsukasa is peak human yeah he can mayyybe do it realistically it will be a more drawn out fight and the lion will actually peace the fuck out  lions dont like risk  i mean tsukasa is massive and has the strongest teenager title,1
39,"again, the same generation doesn't have to go that far. They only have to go the nearest country by sea, and the next generation can go a little more. They can even go half the distance by land. I think this writer is okay with that much liberty taken in writing.",2
40,Yes but from one country to another they still need a ship that can last a month and every single one needs to hold enough to start a village. Now as much as the starting 6 is viabe. If you take 6 of their descendents and repeatedly do that genetics will fuck u hard,0
41,Not ocer 3700 years without a proper boat. No shipwrights in the village. Its downright impossible otherwise they would have gone past civilisation in that time and adopted the technology,2
42,"     right of the bat, gonna stop u there      LOL NO      read any google article u cansearch for      how did you even got so fast to this comment? alternative accounts? cuz u not the dude from above and dropped a WOT in no time     ;    6 ppl he says.. pfft",0
43,earth = = mars i confirmed it with a geneticist  my cousin 20 years in the profession  6 people is definitely enough just because humans are a special case,2
44,"u forget the part about them being there 3k years? make a tree root    ppl there have a new generation each 20 years kinda    3 pairs, keep dragging them down how many of them and how much they intersect in that time, thats a genetic bomb waiting to explode with defects way way before the 3k mark",2
45,Read my whole cpmmet from earlier i womt repeat myself,2
46,     ya well.. womt you too!    wotm you too!,2
47,phone typing on a freaking train lmao,1
48,Its not nearly as bad as ur making it sound lol humans are an exception to alot of population and generic rules because we are pretty much immune to environmental changes. Genetic illness disease and stuff can hurt a population with low genetic diversity but the killing blow is always something changing in the environment that no one can survive because they are not built for it.     We could theoretically repopulate the earth with only 1 pair if no current infrastructure is lost. Not reliably but sure as hell is doable. In fact if all of us where clones  excluding sex chromosomes  as long as we werent pre disposed to disease our race would be fine.    The mars website u linled takes into account the professions we need to be able to pull it off and the difficulty of space travel. I read ir wholr post just go back to my prigonal and read the whole thing i consulted a 20 year geneticist for this information,2
49,also to answer the last question im a completely different person who has 32 cousins all of them working in the science field i myself am a chemist,2
50,  Shocked  Pikachu     on that revelations clearly,1
51,that number is for space travel and drops a fuckton of assumptions and the simulation ran is better applied to animals    humans cover alot of their own weaknesses read the whole thing.,2
52,w    a    t,2
53,"It's a dangerous trip, so you need more then one person and if you send both doctors they can split up on the safe mainland and search for useful stuff even faster.       alternatively they knew they'd likely die and didn't want to leave each other behind      Whatever medical procedures they could do without tools medicine are likely already common knowledge for the other astronauts",2
54,The first point of splitting up and searching for useful items can be done by anyone maybe but the second point that they didn't want to leave each other's side make more sense to me at least! And probably the case!,1
55,im like 100 00000000 % sure astronauts carry up with them their pills    antibiotics included..    Major Tom would not lie about that would he?    They even made a song about it!,2
56,Ahh now I can frame this season's ending,1
57,"Well, they are wife and husband. You can't always be that logical.",1
58,Doctors without their tools are useless.,1
59,I mean.. senku is no doctor but he cured kohaku’s sister without anything to begin with so,2
60,"I disagree, he derived an antibiotic from natural means because he’s a scientist, not a doctor. A doctor can only diagnose and prescribe, they cannot heal without things to diagnose with and things to prescribe. That’s why they risked their lives in search of an antibiotic",1
61,"Damn, this is actually very accurate. Thx for explaining, I’m joining your side now",1
62,"     This is a bit of a cop out, he's basically a doctor with the knowledge he has.  A scientist isn't necessarily going to know that what Ruri had was pneumonia based on the symptoms, that's entirely in the realm of medical knowledge.  Senku is merely an insanely smart polymath.",1
63,"There’s a phrase in the episode that I think defines the whole arc: “humanity forgets that which it doesn’t need”. Medical textbooks don’t detail alternative treatments, they specify that the doctor prescribe an antibiotic  which we assume to be both plentiful and cheap . Doctors also aren’t expected to be able to synthesize their own medicines, that’s a pharmacists job. So a doctor in Stone world is next to useless, their knowledge is outdated and insufficient.     Senku on the other hand has internalized hundreds of years of scientific knowledge. He knows the base formula and how to derive it from. He’s not a doctor in the sense that he lacks the specialized knowledge and finesse that comes from med school, but when it comes to how chemicals react with the body he knows all there is.",1
64,"Holy shit, haha. Imagine actually thinking people go through a fucking decade of medical school to learn how to prescribe what a book says to prescribe, what a joke.    And surgeons are useless too, right? Just cutting on the dotted line where the book tells them to like preschoolers with construction paper? Rofl.     The realm of medicine is a lot deeper than just the practice of diagnosis, dude. There are doctors who specialize in it known as diagnosticians, but you're basically saying that doctors didn't need to exist before penicillin was discovered, which is asinine.  To suggest doctors are not necessary because the world has lost most of its medical advancements is borderline absurdity, are you being serious?    Senku is isekai-mc levels of OP in this show. He's basically a doctor, a scientist in applied chemistry, biology, physics, materials Science, etc. That you actually think they wouldn't have use for someone with his level of medical knowledge without the ability to synthesize antibiotics is completely and utterly dismissing the importance of medical experts entirely. You know so little about the world of medicine that you don't even know how little you know.",1
65,"It’s like you purposely didn’t read what I said. What use is the most precise heart surgeon in Stone World? The common cold would kill people before they ever would need surgery, the lack of antiseptic means any surgery will lead to infection, and lack of anesthetic means surgery in Stone World is agony; to put it bluntly doctors in Stone World are worse than a Civil War field hospital.     The main day to day job of doctors is to prescribe medication, their training is mostly focused on identifying the illness and prescribing the right medication and or treatment. This works because we live in a society. Take away that society and what can a doctor do? The answer is nothing, because we are confident that we will always live in a society.     Honestly if the doctor couple could get their hands on a chemistry book they might be able to synthesize the drugs they need, but on a small low tech island void of modern medical supplies they can do nothing beyond simple field dressings.    It’s like you think Doctors are magical people who can heal no matter the circumstance. Next time you go in for a physical count be number of medical tools they use on you.",0
66,     Quality  r iamverysmart material.,0
67,Dunning-Kruger effect,2
68,Probably because they the only one that knows what to look for.,2
69,"They were doctors but they were also without tools technology medicine. They had the highest chance of finding the medicine that they needed to bring back since they would know what they were looking for and what they would need for the future. That's how I look at it. In a world without those essential tools, a doctor is as good as a field medic which I'm sure all of them had basic training for.",2
70,"Because they are doctors, not pharmacists. A doctor's job is to prescribe medicine and perform operations using tools,without these tools they are more or less as good as a field medic, which I'm sure all the astronauts are trained to be adpet at.",2
71,"The buddy system is the smart choice. This wasn't meant to be a sacrifice play, they both went because they wanted the best chances for both of them to come back.",1
72,What if that becomes a future plot point. They left but couldn't make it back due to some circumstances and now their descendants are a seperate village country that Senku's gonna come into conflict with some day.,2
73,Bro for their situation they are being as stupid as possible. Why the fuck would they stay on the island in the first place? Immediately go to a population center and take advantage of all the tools and facilities. Or say fuck it fly somewhere better for your situation. For a group of people who are supposed to be some of the best and brightest they made nothing but bad decisions.,0
74,"To be fair... of what we saw in the first episode it was an absolute disaster. Planes nose diving out of the sky, zoo animals running wild, etc.",2
75,"Find a gun, fly to a city that's more intact, do whatever. You have two top tier doctors and some supposedly smart astronauts. Go to a city, get equipment and resources and see if you can make any headway on figuring out how to cure people. Sitting on an island waiting to die is not helping anyone get unpetrified.",2
76,But Senku is gonna unpetrify and save everyone any time soon!,1
77,The real question is this Is it possible that if senku could have counted brain functioned thus he was still living like all the petrified people ? So he is growing in years petrified not by actual body structure . So he is like an old man bount or something . Also so many years have passed and no black or gay people appeared . That is racism . Also first thing is to spread across the globe using all that earth chan can provide you with . Not just stick to a single village .,2
78,"That's what I got from that too. Which means either they died, or the boat broke down and they had to start fresh there. I'm waiting for another civilization to show up",1
79,Everything implies they died sadly.,0
80,Wait so everyone in the village is descended from two people? Oh my god that's so little genetic diversity how tf did they survive 2000 years?,2
81,"No, those 2 that left even said “take care of the kids” implying they had their own children there they didn’t take with them. The pneumonia pair definitely had kids, it’s obvious because Kinro and Ginro look a LOT like the guy. All six left offspring behind.",2
82,"Well that's good, six still isn't enough genetic diversity though especially if all the males didn't sleep with all the females.",1
83,"Oh yeah I know that, but it’s definitely better than two at least lol",1
84,True that,1
85,"Oh it's not enough no matter what they do.  An analysis  puts the median population needed for sustainability in vertebrates to be 4169 individuals. While careful management might be able to improve it to some extent, they're probably screwed without at least a four digit initial population size.",0
86,Oh wow I thought it was closer to 100 that's pretty crazy,1
87,"There are some analyses for space exploration that puts a number at about 100-150, though that comes with the requirement that the ship returns to the larger Earth population within  20 generations as it's not really sustainable indefinitely. Of course, the village should be long past 20 generations by now, but it actually could have worked out with an initial population of about 100 if the petrified population got revived a lot earlier.",2
88,"The very paper you are citing says in the abstract ""We conclude that a species’ or population’s  minimum viable population  is context-specific, and there are no simple short-cuts to its derivation."" The context here is actually very favorable for the humans.    Humans on an island with complex knowledge being handed down to them have some significant advantages over other species in terms of survivability. Being an apex predator with tools and knowledge handed down to them and a steady means of gathering food  they had a farm, hunting, gathering, and fishing could have augmented this  definitely boosts their chances. The biggest threat that such small populations face is the threat of a single problem wiping them out. But they are blessed to be on an island, severely limiting the number of such extinction-scale events occurring.    Remember that most animals don't manage their interbreeding in small populations. There's a reason why critically endangered species that are well below the ""minimum viable population"" numbers have been brought back to safer population sizes with human intervention. I think it's safe to say that if any species has a solid chance of being their own intervention, it would be humans.",1
89,"As mentioned the 4196 is the  median  number, not the  lower  one, and thank you for restating the thing I said about humans probably needing less than that due to their ability to do careful management except with more words. However, while the number mentioned obviously isn't the actual number for humans, the median value  does  give us a rough idea of where our estimate might be, which makes it reasonable to assume that we'd need a four digit population size.",2
90,"The  wikipedia page on the topic  makes this pretty cut and dry. First of all, ""there is no unique definition of what is a sufficient population for the continuation of a species, because whether a species survives will depend to some extent on random events."" So from the get-go, we should be taking the application of MVP with a grain of salt. No matter the result of our analysis, the animal kingdom is full of surprises. MVP is not an absolute law. This alone makes the situation  plausible  enough to warrant us to overlook any scientific discrepancies for the sake of the story, but while we're on the topic, let's go further, shall we?    While 4196 is the median number when considering inbreeding effects, analyses ignoring the effects of both inbreeding  and  genetic variability typically number between 500-1000. This is the number we should be looking at because humans have cultural taboos and family tracking systems which are incredibly effective at preventing inbreeding. As I've stated elsewhere, because there are 3 starting pairings, at any given time 2 3+ of the population should be a viable partner for a given individual  ignoring gender, of course , which should be plenty to avoid the more immediate concerns of inbreeding indefinitely.     As for genetic variation, that actually works in our favor; humans have unparalleled genetic variation across the entirety of our species. A handful of them would still have some pretty strong variation, so that 500-1000 number is likely to be  overestimating  human population requirements.    Now, in the same section where they discuss these numbers, the wikipedia page also states that ""There is a marked trend for insularity, surviving genetic bottlenecks and r-strategy to allow far lower MVPs than average."" Living on an island, our humans totally check off the requirement for insularity. Consider also the fact that we have recovered species from such numbers before, suddenly the notion that these humans plausibly survived long enough to survive the genetic bottleneck becomes totally realistic. That's two of our factors which allow for ""far lower MVPs than average"". All good news for our humans.    So do we  need  a four-digit population size? No. Not at all. It would be nice, but humans don't really need that many to survive. To survive indefinitely, on the order of 100 or so  a number floated by someone else in the thread for space exploration  seems to be reasonable, and surviving for several thousand years on an island with 6 people seems plenty plausible to suffice for fiction. Especially when you consider how humans have a knack for getting nature's dice to roll in their favor, I don't get why everyone is making such a big fuss out of this.",1
91,"I already took the wikipedia page into account, thanks. It's why I used one of the sources for that page. I've basically taken everything you just said into account but didn't spend 5 paragraphs saying it. Efficient writing is nice.",1
92,          These are mutually exclusive.,1
93,"The author knows that and was asked about it. His response was ""don't think about it too much.""",1
94,But what about the reality where Hitler cured cancer though?,2
95,They are descendants of 4 people,2
96,"No, there were 3 initial pairings of 6 people and each had multiple children.",2
97,dont you mean 6?,2
98,No,0
99,who didnt have kids?,2
100,It seems to be implied Lillian and Byakuya never did. At the end there were only the 4 children running around. Two from the doctors and two from the other couple,2
101,"It seems to be implied that they DID have kids, because when asked if everyone was related to Senku, he said that he wasn't blood-related. If he didn't have kids, it wouldn't have mattered whether he and Senku were related.     If, however, he and Lillian didn't have kids, then he would have had to have children with the daughters left behind by the other two couples.     However, Koharu and her sister sure do look a lot like Lillian.",2
102,"Oh I agree that all the other signs point to them having had children. But the ancestors could just be wrong. 3700 years of oral tradition does not lead to accuracy of historic events. I wouldn't really trust Kohaku to know that she was a direct descendant of anyone, despite looking exactly like Lillian.    And in the flashback there are consistently only the same 4 children shown and at very young ages. Two from the doctors and 2 from the other couple. There could have very well been more we didn't see, but then why did they only show the same 4 children over and over? And never any from Byakuya and Lillian, just the other four?    I think its clear that they intended them all to have children, its just very strange to only show the 4 kids if that was the case.",1
103,"I'd just like to inform you that, for whatever reason despite the similar-ish hair design choice, Senku's ""dad"" is clearly his father by law  by some means like adoption or widowed marriage adoption guardianship , not his father by biology   which is why  THEY BOTH  mention they're not blood-related  .    I'm not aware if it's canon, but Shamil & Connie  pneumonia couple  likely had no children here in the anime.    It doesn't help that the hair & eye colors of a couple children change as  seen here .",2
104,"well at the end of the anime episode you see four kids running around, and two of them have dark hair. So I am assuming those were shamil and connie's kids.",2
105,"Doesn't really make it any better tbh LOL. This is the part that makes it not logical. Child birth death is very likely, plus diseases and infections. There's just extremely low chance, maybe even zero chance that they can actually repopulate to what it is now.",1
106,"It's an anime about the world getting petrified. I wouldn't really stress too much about the nitty gritty, just enjoy the show lol.",1
107,"I know, but for a show that relies on accurate science itself, certain things just make it pretty jarring in comparison. TBH it could work with more than 20 people being on other space station or something. No idea why the author made it so few.",0
108,I mean they could tbh. I guarantee you all the couples tried for a lot more kids than 2 each.,2
109,"The current village is like 40 people. That's extremely doable over 3,700 years.",2
110,The amount of people isn't the problem. Genetics are. Did you even read the thread?,0
111,no the people in the village are descended from the people on the island.  the scientists who left already had children before that,2
112,Four people or even six people is still way way too few for a long term population.,2
113,"Why? What's the problem? Genetically, inbreeding resets after one non-inbred pairing, and with 3 root pairings there's still 2 3+ of the population that any given individual can breed with.    This logic that so few people would survive together basically is a huge slap in the face to the nomadic tribal origins of humanity.",0
114,Yeah it works for a bit but it's not sustainable long term because as far as I know they're the only humans on earth even in tribal settings they still partnered outside the tribe either importing from another tribe or moving to another. To have a long term sustainable population as a mammal you need a lot of biodiversity.,2
115,"Yes and no, I'm talking when tribes of humans were moving across Asia at a blistering pace. The humans who kept moving, never looking back, they likely didn't have many neighbors to interbreed with because they were always moving away from any would-be neighbors.    I've done a more detailed analysis elsewhere in this thread, but here's the short of it:       humans use cultural taboos against incest & complex notions of family to prevent inbreeding, which is typically a much bigger problem for other species     the humans are on an island      human intervention has been shown to completely disintegrate minimum viable population  MVP  numbers     MVP calculations ultimately give a number for  guaranteed  survival and are used to estimate something that is ultimately up to chance.     Once a species makes it past the genetic bottleneck, its chances significantly improve     Humanty's incredible genetic diversity gives even a group of 6 a pretty solid leg-up on the competition    When you consider all of these things together, the notion that humans would survive  not thrive, but survive  in a village starting from 6 founders almost 4000 years later becomes  plausible  enough that we shouldn't be making a big deal out of this.",1
116,Four. The two that died had kids before they did.,2
117,"Except not really, the remaining group doesn't even erect gravestones for them which means they believe they did survived out there.",2
118,"If they did make it, two people is still an insurmountable genetic bottleneck. Even if we play a little loose with minimum viable populations  which has already happened to some degree with their 6 person Adam Eve squad  there's really no way that they could create another lasting group unless they found other survivors.    They could also have created some sort of horrifying incest subspecies that will eventually attack Senku, but that feels a little bit too much for this show lol.",1
119,They could've made it to a city and raided the sperm bank. That'd give them all the genetic diversity they'd ever need.,2
120,"     I don't think that would work though. For the sperm bank to work, the storage needs to be frozen. They left the island after staying there for 3 years. There's no way any stored sperm would still be frozen and viable to use.",0
121,What if all the human sperm turned to stone too?,2
122,Asking the real questions here,2
123,"That's an excellent idea, especially since they were both doctors it's feasible that they could get some sort of IVF up and running and possibly even passing that knowledge along. The main issue of course is that they're limited to a single person carrying all of the children, risking complications from childbirth each time.",1
124,"They're both doctors and this 'raid the sperm bank'  scenario presupposes access to medical equipment. So the risks from childbirth would be quite low. Not as low as in a modern country, but good enough that both the mother and the child would have fantastic odds of making it through just fine.",2
125,"Not necessarily, as years had passed from since when the petrification happened. So 1 slot of spunk has gone bad, the facilities tools are probably not in good nor sanitary conditions due to lack of maintenance think mold, rust , and a large amount of medicine has gone bad or has lost potency. Meaning they have to due this without electricity, in facilities that are not in the cleanest state, with tools that may have been rendered ineffective, with medicine that either doesn't work or that they'll struggle with giving effective and yet safe dosages, and likely severe lack of facilities to allow them to sanitize anything.",2
126,Also lets not forget the simple thing that if they survived and had access to all that they surely would have access to a boat from a harbour for the journey back.,2
127," By the time they went to the mainland three years had passed, so there'll be nothing usable in those banks anymore.",2
128,Sure hope that place had a great backup generator with several years of gas!,2
129,"Even with supplied genetic diversity from a sperm bank it would still all have to go through a bottleneck due to the low amount of women providing the second half of the genetic material. At best it pushes the problem back a generation or two out of hundreds. Humans are also very slow at reproducing, so even assuming the few women were okay with constantly going through the whole pregnancy child birth cycle it wouldn't get you a large enough population in the end to avoid the genetic bottleneck.",2
130,"Then why have other species come back from such bottlenecks before with human intervention?    Human genetic diversity is incredible, so the genetic diversity among the 6 starting humans is already probably pretty high. Granted that the genetic diversity of such a bottlenecked group isn't going to be great, but mind you that cheetahs survive with unbelievably low genetic variation. Fundamentally, the genetic diversity of a group isn't the end-all-be-all for the viability of a species.",2
131," Cheetahs still recovered from around 6-7 members, not 2. And like you said, modern cheetahs are riddled with disease and poor sperm quality, due to being so genetically similar that any cheetah can successfully receive a transplanted organ from any other cheetah with no chance of rejection. Not to mention that Cheetahs surviving this long is more than likely a statistical fluke, as even without our intervention it's fairly likely they'll go extinct due to some random disease anytime now.     While you're right that in the short term  read: short term evolutionary wise  lack of genetic diversity isn't much of an issue, in the mid to long term it's a death sentence as lack of genetic diversity means an inability to adapt to changing conditions, which leads to extinction.",2
132,"     That's literally where these humans are starting. 6 humans, with 3 pairings among them. So... there's no problem here?",2
133, In this case the guy I'm talking to said the russian couple may have lived after disappearing and started another group with just the two of them.,2
134,"Ah well that's not just improbable, that's impossible. Inbreeding is guaranteed at that point, they wouldn't last more than a few generations tops lol",1
135,the thing with humans we are much less susceptible to low genetic diversity screwing us over then other animals the issue with low genetic diversity is changes in the environment can fuck animals over. unless one parent is predisposed to genetic disorders a population of 2 starting humans is perfectly viable.    in this day an age assuming no genetic disorders are present we could all be pretty much identical genetically and humans would still survive because humans dont rely on genetics to survive changing environments. we change the environment to suit out needs or we make things to help us survive. we find a way to fix issues the environment lays out for us.     ;    suddenly colder we make warmer clothing and wear warmer clothing we don't rely on being geneically suited to cold weather     ;    suddenly warmer our bodies are well build to handle heat we just need to drink more water to supply our built in cooling mechanisms     ;    we also can make things to help us get food from most sources we are not genetically built to catch fish we use rope bait and hooks to do that     ;    most issues with genetic diversity wont aply to humans as long as the humans are not pre disposed to genetic disorders. humans are pretty damn safe thanks to our brains making us super adaptable.,2
136," You're forgetting disease. A genetically identical similar population means genetically identical similar immune systems, something viruses and bacteria can easily take advantage of and fuck us over with.      Take bananas, if you didn't know, before the 50's the most popular banana type got obliterated when a fungus took advantage of that type's genetic identitcality, forcing the world to switch over to the banana type we use now, which is also genetically identical and constantly at risk of that same fungus adapting and wiping it all out as well.     Now, remember the issue that after like 1 or 2 generations russian adam and eve's kids would lose all access to any modern medical knowledge. So as soon as pneumonia or something pops up, they're all dead. And that issue only gets worse as time goes by and the viruses and bacteria continue to adapt while their shitty inbred immune systems don't.",0
137,Except this is an isolated population where other humans arent around to introduce new disease.  Hence any disease that does pop up has to be new and compete with our immune systems adapting to it immunity to disease takes far less time to adapt to then environmental changes.    Immune systems rely much less on genentics and more on previous exposure. Genetic immunity isnt really a thing its just immune systems are more flexible when your younger and being exposed while in ur young teens gives you the best chance to fight of the disease and become immune to it so again that base is covered. As long as a female is able to fight it off once and is lactating she can affectively save the others.    The mothers breastmilk passes on some antibodies which is why some populations are immune to certain diseases. Its not genetic immmunity its a case of mother has survived the disease and has a child the child gets sick but the mother gives the child the antibodies needed to fight it off child survives and is now immune.,2
138,"  The immune system's ability to recognize foreign antigens on bacteria and viruses, and thus alert T and B cells to beat them up, rely on the MHC genes in our DNA. Variety in MHC genes is vital as a single MHC gene can only identify a few markers, and thus a large variety of MHC Genes across a diverse population is necessary for a species as a whole to combat the ever evolving threat of viruses.      It is these differences in our MHC genes that allow some people to survive diseases they've never been exposed to before while others just die, and why heavily inbred populations like cheetahs, florida panthers, and certain varieties of lab mice are at constant risk of going extinct to a singular virus or bacteria and why they have weak immune systems in general.     Source: I'm a biology major with a concentration on genetics",2
139,Yes i know my cousin is a geneticist. You have to also consider the starting gene pool is actually massive in this case. Even if senku was related to kohaku the senku would still be more genetically close to gen then he would to kohaku infact that village has more genetic diversity then native Japanese and pretty much any other native population pre globalisation. Also chances of a plague wiping them out is very low given that they would know how to prevent the spread. You can see pneumonia is highly infectious and only one person in the village has it. Where this should be prime pickings for pneumonia to spread. But thanks to cleanliness of the villafe their risk to a plague is very low. Reduced further by the lack of other humans to introduce new disease.,2
140," Whoa, hol-up, I've been talking about the 2 person Russian group that another guy earlier in the thread said might've survived and started a different group, to which I've been arguing that two people is too little with even 6 being a stretch.      It appears we've been misunderstanding each other.",1
141,... kms lmao yeah two would be difficult since they cant have a lot of children in the case something does go wrong. From 2 people they would need to have 12 kids in order to safefuard against potential fk ups thats a stretch,1
142,"The authors said in an interview that the whole inbreeding genetic diversity detail is basically something you have to handwave away for the sake of the plot. In other words, they know this would be a problem in real life but it's never going to come into play in the series.",2
143,Four people. The two that died had kids before they did.,2
144,Yep and the last was Senku's dad looking after the kids,2
